frame,stamp_s,ey_m,epsi_rad,lane_width_m,paired,n_lines,confidence,reason
000355.png,1787058633.068,-0.03796,-0.00544,0.24136,1,3,0.750,ok
000356.png,1787058641.869,-0.05630,-0.33242,0.21900,1,3,0.562,ok
000357.png,1787058642.269,-0.05402,-0.33742,0.21966,1,3,0.479,ok
000358.png,1787058642.519,-0.07753,-0.26569,0.25038,1,3,0.458,ok
000359.png,1787058642.718,-0.08595,-0.23523,0.21703,1,3,0.458,ok
000360.png,1787058642.918,-0.06913,-0.30003,0.21147,1,3,0.458,ok
000361.png,1787058643.768,-0.05056,-0.35583,0.21634,1,3,0.458,ok
000362.png,1787058643.969,-0.05165,-0.02153,0.24194,1,3,0.729,ok
000363.png,1787058644.169,-0.05715,-0.33472,0.21411,1,3,0.521,ok
000364.png,1787058644.418,-0.06035,-0.31799,0.22193,1,3,0.479,ok
000365.png,1787058645.419,-0.05304,-0.02402,0.23701,1,3,0.688,ok
000366.png,1787058646.069,-0.08308,-0.26205,0.21825,1,3,0.438,ok
000367.png,1787058647.169,-0.05738,-0.02246,0.24678,1,3,0.729,ok
000368.png,1787058647.370,-0.05607,-0.35011,0.21722,1,3,0.458,ok
000369.png,1787058647.769,-0.08477,-0.25220,0.21731,1,3,0.375,ok
000370.png,1787058648.818,-0.06026,-0.32787,0.21675,1,3,0.396,ok
000371.png,1787058649.019,-0.05724,-0.33783,0.22167,1,3,0.396,ok
000372.png,1787058649.619,-0.07358,-0.28774,0.22156,1,3,0.333,ok
000373.png,1787058649.818,-0.05525,-0.02489,0.24309,1,3,0.625,ok
000374.png,1787058650.070,-0.06873,-0.30626,0.23570,1,3,0.479,ok
000375.png,1787058650.469,-0.08369,-0.26026,0.22171,1,3,0.354,ok
000376.png,1787058651.518,-0.05080,-0.03900,0.22976,1,3,0.708,ok
000377.png,1787058651.719,-0.05097,-0.03610,0.23109,1,3,0.708,ok
000378.png,1787058652.569,-0.07546,-0.30006,0.22378,1,3,0.438,ok
000379.png,1787058652.770,-0.05592,-0.35127,0.22285,1,3,0.396,ok
000380.png,1787058652.969,-0.05524,-0.03835,0.24019,1,3,0.708,ok
000381.png,1787058654.219,-0.07864,-0.28781,0.21214,1,3,0.417,ok
000382.png,1787058655.069,-0.05202,-0.03369,0.23300,1,3,0.646,ok
000383.png,1787058655.469,-0.07702,-0.29074,0.22442,1,3,0.396,ok
000384.png,1787058655.669,-0.05504,-0.03958,0.23758,1,3,0.688,ok
000385.png,1787058655.918,-0.05198,-0.36774,0.21486,1,3,0.438,ok
000386.png,1787058657.369,-0.05305,-0.03791,0.22836,1,3,0.708,ok
000387.png,1787058657.968,-0.05501,-0.03560,0.23054,1,3,0.667,ok
000388.png,1787058658.618,-0.05458,-0.03650,0.22807,1,3,0.646,ok
000389.png,1787058659.269,-0.05426,-0.04009,0.22700,1,3,0.688,ok
000390.png,1787058659.668,-0.05827,-0.03899,0.22981,1,3,0.625,ok
000391.png,1787058660.918,-0.05522,-0.04036,0.22289,1,3,0.625,ok
000392.png,1787058661.769,-0.05987,-0.04054,0.22292,1,3,0.667,ok
000393.png,1787058661.919,-0.05996,-0.04298,0.22706,1,3,0.646,ok
000394.png,1787058662.169,-0.05702,-0.04105,0.22153,1,3,0.604,ok
000395.png,1787058662.819,-0.05651,-0.04155,0.21877,1,3,0.667,ok
000396.png,1787058663.618,-0.05561,-0.04035,0.21365,1,3,0.625,ok
000397.png,1787058665.069,-0.05258,-0.04261,0.21161,1,3,0.646,ok
000398.png,1787058666.119,-0.05588,-0.04170,0.22017,1,3,0.625,ok
000399.png,1787058666.568,-0.05648,-0.04273,0.21755,1,3,0.604,ok
000400.png,1787058666.769,-0.07640,-0.31310,0.23144,1,3,0.292,ok
000401.png,1787058667.169,-0.05584,-0.04170,0.21444,1,3,0.646,ok
000402.png,1787058667.418,-0.05585,-0.04309,0.21709,1,3,0.646,ok
000403.png,1787058667.619,-0.06667,-0.04215,0.23777,1,3,0.583,ok
000404.png,1787058668.019,-0.05932,-0.04273,0.22515,1,3,0.604,ok
000405.png,1787058668.268,-0.05664,-0.04273,0.21867,1,3,0.604,ok
000406.png,1787058669.069,-0.05823,-0.04163,0.22370,1,3,0.625,ok
000407.png,1787058670.118,-0.05933,-0.04208,0.22578,1,3,0.667,ok
000408.png,1787058670.569,-0.06716,-0.04188,0.23906,1,3,0.583,ok
000409.png,1787058670.968,-0.05835,-0.04170,0.22524,1,3,0.646,ok
000410.png,1787058671.818,-0.05831,-0.04170,0.22287,1,3,0.646,ok
000411.png,1787058672.368,-0.06070,-0.04163,0.22750,1,3,0.604,ok
000412.png,1787058672.819,-0.05568,-0.04170,0.21468,1,3,0.604,ok
000413.png,1787058673.469,-0.05454,-0.04163,0.21662,1,3,0.625,ok
000414.png,1787058674.319,-0.05826,-0.04170,0.22198,1,3,0.625,ok
000415.png,1787058674.919,-0.05367,-0.04248,0.21542,1,3,0.583,ok
000416.png,1787058675.569,-0.05452,-0.04261,0.21534,1,3,0.646,ok
000417.png,1787058676.818,-0.05741,-0.04256,0.21883,1,3,0.688,ok
000418.png,1787058679.919,-0.06268,-0.03597,0.21067,1,3,0.583,ok
000419.png,1787058687.918,-0.07787,-0.33252,0.21548,1,3,0.250,ok
000420.png,1787058691.669,-0.09293,-0.05983,0.24638,1,3,0.562,ok
000421.png,1787058692.318,-0.11065,-0.22768,0.21054,1,3,0.292,ok
000422.png,1787058692.719,-0.09855,-0.26287,0.23194,1,3,0.375,ok
000423.png,1787058693.169,-0.11013,-0.22694,0.21139,1,3,0.250,ok
000424.png,1787058696.468,-0.05471,-0.04585,0.21202,1,3,0.625,ok
000425.png,1787058696.870,-0.05377,-0.04336,0.21244,1,3,0.625,ok
000426.png,1787058697.069,-0.05641,-0.04376,0.22157,1,3,0.625,ok
000427.png,1787058697.669,-0.04834,-0.03739,0.21023,1,3,0.688,ok
000428.png,1787058698.368,-0.05054,-0.03711,0.21521,1,3,0.708,ok
000429.png,1787058699.819,-0.04578,-0.03737,0.21659,1,3,0.708,ok
000430.png,1787058700.219,-0.04868,-0.03572,0.21924,1,3,0.667,ok
000431.png,1787058701.218,-0.05206,-0.35512,0.21543,1,3,0.521,ok
000432.png,1787058701.869,-0.05121,-0.36359,0.21371,1,3,0.458,ok
000433.png,1787058702.469,-0.03917,-0.03372,0.21674,1,3,0.667,ok
000434.png,1787058704.120,-0.06067,-0.33668,0.21130,1,3,0.500,ok
000435.png,1787058705.419,-0.07655,-0.27174,0.21332,1,3,0.479,ok
000436.png,1787058706.919,-0.07873,-0.23377,0.21103,1,3,0.458,ok
000437.png,1787058707.319,-0.04261,-0.11085,0.25287,1,3,0.708,ok
000438.png,1787058708.819,-0.02604,-0.09121,0.22959,1,3,0.750,ok
000439.png,1787058709.418,-0.03854,0.01726,0.25844,1,4,0.646,ok
000440.png,1787058713.819,-0.01684,-0.09679,0.22240,1,3,0.771,ok
000441.png,1787058714.918,-0.04194,-0.09193,0.27607,1,2,0.979,ok
000442.png,1787058715.318,-0.04613,-0.08935,0.28728,1,2,1.000,ok
000443.png,1787058715.519,-0.04257,-0.09029,0.28105,1,2,1.000,ok
000444.png,1787058715.718,-0.00799,-0.09132,0.21267,1,3,0.875,ok
000445.png,1787058716.569,-0.03883,-0.09401,0.27990,1,2,0.979,ok
000446.png,1787058717.619,-0.03559,-0.08444,0.27839,1,2,1.000,ok
000447.png,1787058718.219,-0.03322,-0.07488,0.27820,1,3,1.000,ok
000448.png,1787058718.470,-0.03092,-0.06969,0.27793,1,3,1.000,ok
000449.png,1787058718.619,-0.03415,-0.07076,0.28504,1,3,1.000,ok
000450.png,1787058718.869,-0.02592,-0.06402,0.27037,1,3,1.000,ok
000451.png,1787058719.070,-0.03238,-0.06068,0.28540,1,3,1.000,ok
000452.png,1787058719.269,-0.02740,-0.05507,0.27809,1,3,1.000,ok
000453.png,1787058719.468,-0.02207,-0.05269,0.26907,1,3,1.000,ok
000454.png,1787058719.669,-0.02186,-0.04935,0.27060,1,3,1.000,ok
000455.png,1787058719.918,-0.02258,-0.04665,0.27364,1,3,1.000,ok
000456.png,1787058720.119,-0.01685,-0.04246,0.26418,1,3,1.000,ok
000457.png,1787058720.319,-0.02679,-0.04125,0.28545,1,3,1.000,ok
000458.png,1787058720.568,-0.01790,-0.03798,0.27112,1,3,1.000,ok
000459.png,1787058720.721,-0.02134,-0.03407,0.27794,1,3,1.000,ok
000460.png,1787058720.970,-0.01388,-0.03046,0.26507,1,3,0.958,ok
000461.png,1787058721.168,-0.01903,-0.02795,0.27691,1,3,1.000,ok
000462.png,1787058721.369,-0.01946,-0.02702,0.27901,1,3,1.000,ok
000463.png,1787058721.619,-0.01692,-0.02365,0.27543,1,3,1.000,ok
000464.png,1787058721.819,-0.00377,-0.02243,0.25087,1,3,1.000,ok
000465.png,1787058722.019,-0.01625,-0.02009,0.27473,1,3,1.000,ok
000466.png,1787058722.218,-0.01561,-0.01605,0.27560,1,3,1.000,ok
000467.png,1787058722.469,-0.01474,-0.01596,0.27630,1,3,1.000,ok
000468.png,1787058722.668,-0.00813,-0.01555,0.26270,1,3,1.000,ok
000469.png,1787058722.868,-0.00709,-0.01297,0.26289,1,3,0.979,ok
000470.png,1787058723.068,-0.00628,-0.01330,0.26059,1,3,1.000,ok
000471.png,1787058723.269,-0.00964,-0.01333,0.26892,1,3,1.000,ok
000472.png,1787058723.518,-0.00791,-0.01193,0.26730,1,3,1.000,ok
000473.png,1787058723.668,-0.00575,-0.00974,0.26359,1,3,1.000,ok
000474.png,1787058723.920,-0.00189,-0.00852,0.25708,1,3,1.000,ok
000475.png,1787058724.120,-0.00281,-0.00821,0.25974,1,3,1.000,ok
000476.png,1787058724.368,-0.00193,-0.00601,0.25846,1,3,0.979,ok
000477.png,1787058724.569,-0.00214,-0.00612,0.26028,1,3,1.000,ok
000478.png,1787058724.769,-0.00120,-0.00345,0.25782,1,3,0.979,ok
000479.png,1787058724.969,-0.00301,-0.00224,0.26190,1,3,1.000,ok
000480.png,1787058725.169,-0.00048,-0.00291,0.25765,1,3,1.000,ok
000481.png,1787058725.369,-0.00221,-0.00344,0.26075,1,3,1.000,ok
000482.png,1787058725.569,-0.00278,-0.00250,0.26228,1,3,1.000,ok
000483.png,1787058725.771,-0.00312,-0.00335,0.26354,1,3,1.000,ok
000484.png,1787058726.019,-0.00328,-0.00375,0.26381,1,3,1.000,ok
000485.png,1787058726.218,-0.00048,-0.00313,0.26019,1,3,1.000,ok
000486.png,1787058726.418,-0.00014,-0.00026,0.25924,1,3,1.000,ok
000487.png,1787058726.618,-0.00203,-0.00019,0.26383,1,3,1.000,ok
000488.png,1787058726.818,0.00061,0.00540,0.25970,1,3,1.000,ok
000489.png,1787058727.019,0.00202,0.00657,0.25680,1,3,1.000,ok
000490.png,1787058727.269,0.00261,0.00522,0.25525,1,3,0.979,ok
000491.png,1787058727.468,0.00461,0.00596,0.25218,1,3,0.979,ok
000492.png,1787058727.669,-0.00139,0.00532,0.26285,1,3,1.000,ok
000493.png,1787058727.869,-0.00083,0.00092,0.25922,1,3,1.000,ok
000494.png,1787058728.069,0.00000,0.00158,0.25640,1,3,0.979,ok
000495.png,1787058728.269,0.00072,0.00042,0.25497,1,3,1.000,ok
000496.png,1787058728.468,0.00167,0.00030,0.25298,1,3,0.979,ok
000497.png,1787058728.718,0.00181,0.00062,0.25257,1,3,0.979,ok
000498.png,1787058728.918,-0.00247,0.00192,0.26101,1,3,1.000,ok
000499.png,1787058729.119,-0.00032,0.00030,0.25688,1,3,1.000,ok
000500.png,1787058729.318,0.00092,0.00084,0.25367,1,3,1.000,ok
000501.png,1787058729.519,0.00011,0.00065,0.25621,1,3,0.979,ok
000502.png,1787058729.769,-0.00026,0.00080,0.25634,1,3,1.000,ok
000503.png,1787058729.969,-0.00279,0.00071,0.26166,1,3,1.000,ok
000504.png,1787058730.169,0.00000,0.00117,0.25600,1,3,1.000,ok
000505.png,1787058730.369,-0.00565,0.00045,0.26757,1,3,1.000,ok
000506.png,1787058730.619,-0.00045,0.00074,0.25676,1,3,1.000,ok
000507.png,1787058730.818,0.00163,0.00080,0.25272,1,3,1.000,ok
000508.png,1787058731.019,-0.00047,0.00089,0.25706,1,3,1.000,ok
000509.png,1787058731.218,-0.00382,0.00180,0.26442,1,3,1.000,ok
000510.png,1787058731.418,-0.00044,0.00121,0.25759,1,3,1.000,ok
000511.png,1787058731.619,-0.00145,0.00090,0.25905,1,3,1.000,ok
000512.png,1787058731.818,-0.00079,0.00047,0.25871,1,3,1.000,ok
000513.png,1787058732.019,0.00056,0.00174,0.25933,1,3,1.000,ok
000514.png,1787058732.268,0.00231,-0.00095,0.25644,1,3,1.000,ok
000515.png,1787058732.418,0.00178,0.00013,0.25750,1,3,1.000,ok
000516.png,1787058732.668,0.00326,0.00256,0.25616,1,3,1.000,ok
000517.png,1787058732.869,0.00627,0.00553,0.25150,1,3,1.000,ok
000518.png,1787058733.069,0.00557,0.00743,0.25305,1,3,1.000,ok
000519.png,1787058733.269,0.00690,0.00955,0.25196,1,3,1.000,ok
000520.png,1787058733.519,0.00944,0.01128,0.24821,1,3,1.000,ok
000521.png,1787058733.719,0.01138,0.01082,0.24546,1,3,1.000,ok
000522.png,1787058733.918,0.01122,0.01247,0.24719,1,3,1.000,ok
000523.png,1787058734.119,0.01485,0.01295,0.24087,1,3,1.000,ok
000524.png,1787058734.319,0.01248,0.01370,0.24703,1,3,1.000,ok
000525.png,1787058734.519,0.02417,0.01203,0.22600,1,3,1.000,ok
000526.png,1787058734.718,0.01605,0.01276,0.24089,1,3,1.000,ok
000527.png,1787058734.968,0.02423,0.01077,0.22618,1,3,1.000,ok
000528.png,1787058735.368,0.02325,0.01035,0.22986,1,3,1.000,ok
000529.png,1787058735.568,0.02341,0.01076,0.22836,1,3,1.000,ok
000530.png,1787058735.768,0.01766,0.00968,0.24094,1,3,1.000,ok
000531.png,1787058735.968,0.01834,0.01173,0.24017,1,3,1.000,ok
000532.png,1787058736.219,0.02590,0.01269,0.22300,1,3,1.000,ok
000533.png,1787058736.618,0.01739,0.01009,0.24029,1,3,1.000,ok
000534.png,1787058736.868,0.01679,0.00956,0.24152,1,3,1.000,ok
000535.png,1787058737.072,0.02496,0.00972,0.22521,1,3,1.000,ok
000536.png,1787058737.268,0.01809,0.00941,0.23909,1,3,1.000,ok
000537.png,1787058737.469,0.01620,0.00914,0.24297,1,3,1.000,ok
000538.png,1787058737.669,0.02485,0.00860,0.22592,1,3,1.000,ok
000539.png,1787058737.919,0.01704,0.01061,0.24113,1,3,1.000,ok
000540.png,1787058738.118,0.01589,0.01058,0.24356,1,3,1.000,ok
000541.png,1787058738.319,0.02383,0.00901,0.22786,1,3,1.000,ok
000542.png,1787058738.520,0.02797,0.00810,0.21899,1,3,1.000,ok
000543.png,1787058738.769,0.02699,0.00939,0.22220,1,3,1.000,ok
000544.png,1787058739.169,0.01619,0.00923,0.24422,1,3,1.000,ok
000545.png,1787058739.369,0.01667,0.00939,0.24349,1,3,1.000,ok
000546.png,1787058739.569,0.01599,0.00856,0.24433,1,3,1.000,ok
000547.png,1787058739.820,0.02402,0.00627,0.22908,1,3,1.000,ok
000548.png,1787058740.019,0.02410,0.00663,0.22801,1,3,1.000,ok
000549.png,1787058740.220,0.02651,0.00872,0.22463,1,3,1.000,ok
000550.png,1787058740.469,0.01957,0.01000,0.24041,1,3,1.000,ok
000551.png,1787058740.669,0.02056,0.00719,0.23848,1,3,1.000,ok
000552.png,1787058740.869,0.02736,0.00824,0.22534,1,3,1.000,ok
000553.png,1787058741.068,0.01878,0.00831,0.24218,1,3,1.000,ok
000554.png,1787058741.269,0.02016,0.00846,0.24017,1,3,1.000,ok
000555.png,1787058741.519,0.02823,0.01018,0.22380,1,3,1.000,ok
000556.png,1787058741.719,0.02008,0.00895,0.24037,1,3,1.000,ok
000557.png,1787058742.118,0.02585,0.00949,0.22851,1,3,1.000,ok
000558.png,1787058742.318,0.02220,0.00889,0.23620,1,3,1.000,ok
000559.png,1787058742.569,0.02002,0.01185,0.23946,1,3,1.000,ok
000560.png,1787058742.769,0.02140,0.01299,0.23887,1,3,1.000,ok
000561.png,1787058742.968,0.02307,0.01084,0.23616,1,3,1.000,ok
000562.png,1787058743.569,0.02451,0.01216,0.23552,1,3,1.000,ok
000563.png,1787058743.821,0.03505,0.01289,0.21635,1,3,1.000,ok
000564.png,1787058744.019,0.02942,0.01552,0.22895,1,3,1.000,ok
000565.png,1787058745.069,0.02901,0.02303,0.23350,1,3,1.000,ok
000566.png,1787058745.269,0.02944,0.02734,0.23373,1,3,1.000,ok
000567.png,1787058745.468,0.03000,0.02861,0.23338,1,3,1.000,ok
000568.png,1787058745.669,0.03195,0.03320,0.22943,1,3,1.000,ok
000569.png,1787058745.919,0.03228,0.03361,0.22967,1,3,1.000,ok
000570.png,1787058746.119,0.03384,0.03139,0.23078,1,3,0.917,ok
000571.png,1787058746.319,0.03443,0.03107,0.23137,1,3,0.938,ok
000572.png,1787058746.519,0.03373,0.02871,0.23313,1,3,0.938,ok
000573.png,1787058746.768,0.03540,0.02991,0.23063,1,3,0.979,ok
000574.png,1787058746.968,0.03533,0.03290,0.23101,1,3,0.938,ok
000575.png,1787058747.168,0.03616,0.03204,0.22909,1,3,0.979,ok
000576.png,1787058747.369,0.03874,0.03325,0.22638,1,3,1.000,ok
000577.png,1787058747.569,0.03874,0.03172,0.22739,1,3,0.979,ok
000578.png,1787058747.769,0.03960,0.03101,0.22695,1,3,0.938,ok
000579.png,1787058747.969,0.03997,0.03603,0.22613,1,3,0.875,ok
000580.png,1787058748.169,0.04080,0.03941,0.22414,1,3,1.000,ok
000581.png,1787058748.569,0.04159,0.03778,0.22371,1,3,0.917,ok
000582.png,1787058748.820,0.03874,0.03962,0.23032,1,3,0.938,ok
000583.png,1787058749.020,0.04102,0.03762,0.22559,1,3,0.917,ok
000584.png,1787058749.219,0.04159,0.03640,0.22553,1,3,0.917,ok
000585.png,1787058749.668,0.04432,0.03463,0.22142,1,3,0.896,ok
000586.png,1787058749.869,0.04335,0.04151,0.22115,1,3,0.979,ok
000587.png,1787058750.069,0.04449,0.03560,0.22250,1,3,0.896,ok
000588.png,1787058750.319,0.04429,0.03483,0.22372,1,3,0.938,ok
000589.png,1787058750.918,0.04485,0.04384,0.21978,1,3,0.958,ok
000590.png,1787058751.169,0.01758,-0.08460,0.23225,1,4,0.521,ok
000591.png,1787058751.569,0.05152,0.04000,0.21230,1,3,0.875,ok
000592.png,1787058751.768,0.05147,0.04050,0.21136,1,4,0.771,ok
000593.png,1787058751.969,0.05016,0.04138,0.21564,1,3,0.958,ok
000594.png,1787058753.019,0.04742,0.04459,0.22223,1,4,0.792,ok
000595.png,1787058754.068,0.05194,0.03791,0.21063,1,4,0.750,ok
000596.png,1787058754.469,0.05152,0.03969,0.21112,1,4,0.750,ok
000597.png,1787058754.668,0.04605,0.03950,0.22148,1,4,0.812,ok
000598.png,1787058755.969,0.04675,0.04146,0.22377,1,4,0.792,ok
000599.png,1787058756.169,0.05188,0.04175,0.21188,1,4,0.771,ok
000600.png,1787058756.619,0.05261,0.04044,0.21100,1,4,0.750,ok
000601.png,1787058757.219,0.04676,0.03969,0.22191,1,4,0.792,ok
000602.png,1787058757.418,0.04717,0.04199,0.22213,1,4,0.833,ok
000603.png,1787058757.819,0.05234,0.04245,0.21054,1,4,0.771,ok
000604.png,1787058758.019,0.05231,0.04266,0.21146,1,4,0.750,ok
000605.png,1787058758.668,0.04551,0.04243,0.22477,1,4,0.812,ok
000606.png,1787058759.268,0.04567,0.04520,0.22446,1,4,0.812,ok
000607.png,1787058759.518,0.05389,0.03823,0.21016,1,4,0.729,ok
000608.png,1787058759.919,0.04671,0.04459,0.22219,1,4,0.792,ok
000609.png,1787058760.769,0.03703,0.04093,0.24316,1,3,0.854,ok
000610.png,1787058760.969,0.03626,0.04760,0.24605,1,3,0.833,ok
000611.png,1787058762.169,0.04741,0.04633,0.22767,1,4,0.833,ok
000612.png,1787058762.420,0.05098,0.04650,0.22274,1,4,0.729,ok
000613.png,1787058765.769,0.05028,0.04788,0.22627,1,4,0.833,ok
000614.png,1787058767.018,0.05313,0.04984,0.21772,1,4,0.708,ok
000615.png,1787058767.218,0.05494,0.04657,0.21413,1,4,0.792,ok
000616.png,1787058769.769,0.05137,0.04901,0.22000,1,4,0.708,ok
000617.png,1787058770.169,0.05141,0.17067,0.22043,1,5,0.458,ok
000618.png,1787058770.819,0.05704,0.05520,0.21179,1,4,0.729,ok
000619.png,1787058778.569,-0.16252,-0.06064,0.27188,1,4,0.604,ok
000620.png,1787058779.418,-0.15022,-0.06020,0.27638,1,4,0.625,ok
000621.png,1787058780.868,0.04894,-0.06064,0.23242,1,4,0.479,ok
000622.png,1787058784.819,-0.15951,-0.06198,0.26890,1,4,0.542,ok
000623.png,1787058785.669,0.05736,0.06372,0.21916,1,4,0.646,ok
000624.png,1787058791.319,0.04675,0.05915,0.23628,1,4,0.708,ok
000625.png,1787058791.919,-0.17179,-0.06517,0.27423,1,4,0.667,ok
000626.png,1787058794.619,0.05101,0.06169,0.22855,1,4,0.729,ok
000627.png,1787058796.718,0.05697,0.05750,0.21748,1,4,0.667,ok
000628.png,1787058798.619,0.05608,0.05927,0.21828,1,4,0.688,ok
000629.png,1787058799.469,-0.13421,-0.06358,0.21631,1,4,0.583,ok
000630.png,1787058801.518,0.05231,0.18383,0.22259,1,4,0.458,ok
