frame,stamp_s,ey_m,epsi_rad,lane_width_m,paired,n_lines,confidence,reason
000353.png,1787057887.469,0.03964,-0.03734,0.22277,1,2,0.958,ok
000354.png,1787057887.669,0.03740,-0.04289,0.22900,1,2,0.875,ok
000355.png,1787057887.869,0.03119,-0.04153,0.23771,1,2,0.875,ok
000356.png,1787057888.118,0.04218,-0.04133,0.21556,1,2,0.958,ok
000357.png,1787057888.319,0.03230,-0.04933,0.23304,1,2,0.833,ok
000358.png,1787057888.518,0.04445,-0.04446,0.20947,1,2,1.000,ok
000359.png,1787057888.718,0.04006,-0.04744,0.21551,1,2,1.000,ok
000360.png,1787057888.918,0.04047,-0.04524,0.21630,1,2,0.896,ok
000361.png,1787057889.118,0.03548,-0.04656,0.22347,1,2,0.938,ok
000362.png,1787057889.319,0.02600,-0.04823,0.24257,1,2,0.854,ok
000363.png,1787057889.518,0.03770,-0.04522,0.21958,1,2,1.000,ok
000364.png,1787057889.719,0.04012,-0.04798,0.21625,1,2,0.979,ok
000365.png,1787057889.918,0.03892,-0.04997,0.21769,1,2,1.000,ok
000366.png,1787057890.170,0.03147,-0.04473,0.22810,1,2,0.896,ok
000367.png,1787057890.369,0.04150,-0.04615,0.20828,1,2,1.000,ok
000368.png,1787057890.569,0.02868,-0.04752,0.23353,1,2,0.896,ok
000369.png,1787057890.769,0.03125,-0.04617,0.22768,1,2,0.958,ok
000370.png,1787057891.018,0.03422,-0.04934,0.22159,1,2,0.917,ok
000371.png,1787057891.218,0.03277,-0.05091,0.22449,1,2,0.917,ok
000372.png,1787057891.419,0.03413,-0.04991,0.22121,1,2,0.958,ok
000373.png,1787057891.619,0.02897,-0.04874,0.22982,1,2,0.958,ok
000374.png,1787057891.820,0.02694,-0.04800,0.23360,1,2,1.000,ok
000375.png,1787057892.019,0.03044,-0.05159,0.22608,1,2,0.938,ok
000376.png,1787057892.269,0.02787,-0.05139,0.23026,1,2,0.979,ok
000377.png,1787057893.718,0.02441,-0.04315,0.23308,1,2,0.917,ok
000378.png,1787057894.169,0.02625,-0.04206,0.22542,1,2,1.000,ok
000379.png,1787057894.369,0.02510,-0.04353,0.22970,1,2,0.958,ok
000380.png,1787057894.569,0.01734,-0.04735,0.24517,1,3,0.854,ok
000381.png,1787057894.769,0.02208,-0.03607,0.22987,1,3,1.000,ok
000382.png,1787057894.969,0.02375,-0.04202,0.22914,1,2,1.000,ok
000383.png,1787057895.169,0.01984,-0.03443,0.23171,1,2,0.958,ok
000384.png,1787057895.419,0.02143,-0.04234,0.22763,1,2,0.979,ok
000385.png,1787057895.618,0.02285,-0.03825,0.22707,1,2,0.958,ok
000386.png,1787057895.818,0.01968,-0.03795,0.23054,1,2,1.000,ok
000387.png,1787057896.019,0.01597,-0.03799,0.23886,1,2,1.000,ok
000388.png,1787057896.219,0.01846,-0.03733,0.23150,1,2,0.958,ok
000389.png,1787057896.469,0.02014,-0.04717,0.22848,1,2,0.958,ok
000390.png,1787057896.669,0.01666,-0.04029,0.23432,1,2,1.000,ok
000391.png,1787057896.868,0.01556,-0.04189,0.23466,1,2,0.958,ok
000392.png,1787057897.069,0.01735,-0.03859,0.23136,1,2,0.958,ok
000393.png,1787057897.268,0.01344,-0.03466,0.23836,1,2,0.938,ok
000394.png,1787057898.119,0.00997,-0.03911,0.24275,1,2,0.917,ok
000395.png,1787057898.569,0.01068,-0.03787,0.23866,1,2,1.000,ok
000396.png,1787057898.819,0.01347,-0.03905,0.23475,1,2,0.938,ok
000397.png,1787057898.969,0.02025,-0.03592,0.22058,1,2,0.938,ok
000398.png,1787057899.219,0.01121,-0.03570,0.23720,1,2,0.854,ok
000399.png,1787057899.419,0.00984,-0.03356,0.23668,1,2,0.896,ok
000400.png,1787057899.619,0.00885,-0.03370,0.23994,1,2,0.833,ok
000401.png,1787057899.869,0.00928,-0.04182,0.23981,1,2,0.854,ok
000402.png,1787057900.068,0.01057,-0.04081,0.23451,1,2,0.938,ok
000403.png,1787057900.269,0.01551,-0.03580,0.22398,1,2,0.875,ok
000404.png,1787057900.468,0.01193,-0.03710,0.22900,1,2,0.896,ok
000405.png,1787057900.669,0.01034,-0.03572,0.23322,1,2,0.833,ok
000406.png,1787057900.919,-0.00462,-0.03397,0.26401,1,2,0.854,ok
000407.png,1787057901.118,0.00395,-0.04125,0.24510,1,2,0.833,ok
000408.png,1787057901.269,0.01239,-0.03439,0.22633,1,2,0.917,ok
000409.png,1787057901.518,0.01381,-0.04060,0.22319,1,3,0.896,ok
000410.png,1787057901.768,0.01313,-0.03709,0.22463,1,3,0.875,ok
000411.png,1787057901.968,0.01219,-0.03987,0.22638,1,3,0.833,ok
000412.png,1787057902.169,0.01171,-0.03791,0.22674,1,3,0.854,ok
000413.png,1787057902.369,-0.01086,-0.04036,0.26993,1,3,0.833,ok
000414.png,1787057902.569,-0.01100,-0.04117,0.27093,1,3,0.792,ok
000415.png,1787057902.768,0.01191,-0.03846,0.22515,1,2,0.833,ok
000416.png,1787057902.968,0.01008,-0.04113,0.22630,1,3,0.854,ok
000417.png,1787057903.168,-0.01261,-0.04121,0.27055,1,3,0.833,ok
000418.png,1787057903.369,0.00823,-0.03818,0.22778,1,3,0.875,ok
000419.png,1787057903.619,0.00783,-0.03989,0.22775,1,3,0.854,ok
000420.png,1787057903.818,0.00577,-0.04076,0.23033,1,3,0.854,ok
000421.png,1787057904.019,-0.01615,-0.03782,0.27317,1,3,0.833,ok
000422.png,1787057904.219,0.00459,-0.03900,0.23059,1,3,0.875,ok
000423.png,1787057904.469,0.00388,-0.03774,0.23089,1,2,0.875,ok
000424.png,1787057904.669,0.00222,-0.04099,0.23303,1,2,0.875,ok
000425.png,1787057904.868,0.00175,-0.03614,0.23274,1,2,0.875,ok
000426.png,1787057905.069,-0.01891,-0.03674,0.27328,1,2,0.854,ok
000427.png,1787057905.269,0.00009,-0.03631,0.23341,1,2,0.854,ok
000428.png,1787057905.469,-0.01965,-0.03880,0.27131,1,2,0.854,ok
000429.png,1787057905.669,-0.00356,-0.03931,0.23817,1,2,0.875,ok
000430.png,1787057905.918,-0.00932,-0.03424,0.24834,1,2,0.833,ok
000431.png,1787057906.119,-0.02331,-0.03654,0.27657,1,2,0.833,ok
000432.png,1787057906.319,-0.02350,-0.03863,0.27597,1,3,0.833,ok
000433.png,1787057906.568,-0.01308,-0.04707,0.25268,1,3,1.000,ok
000434.png,1787057906.768,-0.01908,-0.04862,0.26411,1,3,1.000,ok
000435.png,1787057906.969,-0.03026,-0.05038,0.28456,1,3,1.000,ok
000436.png,1787057907.169,-0.02192,-0.05171,0.26627,1,3,1.000,ok
000437.png,1787057907.418,-0.02340,-0.05338,0.26907,1,3,1.000,ok
000438.png,1787057907.569,-0.02304,-0.05388,0.26661,1,3,1.000,ok
000439.png,1787057907.819,-0.03236,-0.05396,0.28470,1,3,1.000,ok
000440.png,1787057908.019,-0.02110,-0.05126,0.26303,1,3,1.000,ok
000441.png,1787057908.269,-0.02341,-0.05264,0.26254,1,3,1.000,ok
000442.png,1787057908.468,-0.02125,-0.05396,0.25749,1,3,1.000,ok
000443.png,1787057908.670,-0.02656,-0.05176,0.26625,1,3,1.000,ok
000444.png,1787057908.868,-0.13307,-0.15918,0.19054,1,4,0.396,ok
000445.png,1787057909.069,-0.15449,-0.15766,0.23555,1,4,0.354,ok
000446.png,1787057909.269,-0.02692,-0.05414,0.26559,1,3,1.000,ok
000447.png,1787057909.519,-0.02417,-0.05821,0.26022,1,3,0.979,ok
000448.png,1787057909.718,-0.02816,-0.05796,0.26568,1,3,1.000,ok
000449.png,1787057909.918,-0.12868,-0.16267,0.18873,1,4,0.375,ok
000450.png,1787057910.120,-0.01472,-0.05219,0.23652,1,4,0.938,ok
000451.png,1787057910.319,-0.13580,-0.15856,0.21800,1,5,0.375,ok
000452.png,1787057910.569,-0.18699,-0.16401,0.32608,1,3,0.458,ok
000453.png,1787057910.768,0.00815,-0.05690,0.18501,1,4,0.750,ok
000454.png,1787057910.968,-0.15106,-0.16793,0.25816,1,4,0.542,ok
000455.png,1787057911.169,-0.12768,-0.16520,0.20239,1,4,0.396,ok
000456.png,1787057911.418,-0.12885,-0.16558,0.20235,1,4,0.354,ok
000457.png,1787057911.618,-0.13519,-0.16252,0.22265,1,4,0.375,ok
000458.png,1787057911.818,-0.02259,-0.05766,0.24197,1,3,0.896,ok
000459.png,1787057912.019,0.02029,0.05105,0.15480,1,4,0.604,ok
000460.png,1787057912.219,-0.01689,-0.05919,0.22597,1,3,0.896,ok
000461.png,1787057912.418,-0.19754,-0.16609,0.31775,1,3,0.500,ok
000462.png,1787057912.619,-0.03500,-0.06153,0.26220,1,3,0.979,ok
000463.png,1787057912.869,-0.12785,-0.17015,0.20215,1,5,0.354,ok
000464.png,1787057913.070,-0.12024,-0.17330,0.21781,1,4,0.354,ok
000465.png,1787057913.269,-0.13685,-0.17245,0.20141,1,4,0.375,ok
000466.png,1787057913.469,-0.13144,-0.17619,0.18779,1,4,0.396,ok
000467.png,1787057913.668,0.01818,0.04497,0.14915,1,4,0.667,ok
000468.png,1787057913.869,-0.02084,-0.06464,0.22475,1,3,0.938,ok
000469.png,1787057914.069,-0.02331,-0.06526,0.22783,1,3,0.833,ok
000470.png,1787057914.318,-0.12377,-0.17777,0.21748,1,4,0.396,ok
000471.png,1787057914.518,-0.02977,-0.06530,0.23902,1,4,0.833,ok
000472.png,1787057914.718,-0.02176,-0.06560,0.21949,1,4,0.875,ok
000473.png,1787057914.920,-0.02289,-0.06706,0.21877,1,3,0.854,ok
000474.png,1787057915.119,-0.03061,-0.06576,0.23943,1,3,0.833,ok
000475.png,1787057915.369,-0.02367,-0.06569,0.22193,1,3,0.917,ok
000476.png,1787057915.569,-0.04220,-0.06530,0.25575,1,3,0.896,ok
000477.png,1787057915.771,-0.03339,-0.06800,0.23627,1,4,0.792,ok
000478.png,1787057915.969,-0.06592,-0.18131,0.17062,1,4,0.479,ok
000479.png,1787057916.169,-0.03488,-0.06646,0.23768,1,4,0.792,ok
000480.png,1787057916.618,-0.07209,-0.17724,0.16837,1,3,0.438,ok
000481.png,1787057916.819,-0.03640,-0.06799,0.23633,1,4,0.812,ok
000482.png,1787057917.019,-0.03583,-0.06955,0.23642,1,4,0.792,ok
000483.png,1787057917.218,-0.03983,-0.07087,0.24178,1,3,0.750,ok
000484.png,1787057917.419,-0.02851,-0.07026,0.21832,1,2,0.833,ok
000485.png,1787057917.618,-0.06121,-0.17911,0.18591,1,4,0.438,ok
000486.png,1787057917.818,-0.02354,-0.07005,0.20605,1,4,0.833,ok
000487.png,1787057918.069,-0.06389,-0.18144,0.18692,1,4,0.438,ok
000488.png,1787057918.269,-0.01840,-0.06988,0.19683,1,2,0.854,ok
000489.png,1787057918.469,-0.08551,-0.18878,0.15476,1,3,0.479,ok
000490.png,1787057918.619,-0.02235,-0.07297,0.20073,1,3,0.771,ok
000491.png,1787057918.869,-0.08637,-0.17297,0.17825,1,4,0.417,ok
000492.png,1787057919.069,-0.04959,-0.05439,0.25326,1,4,0.750,ok
000493.png,1787057919.268,-0.03374,-0.06349,0.22018,1,3,0.854,ok
000494.png,1787057919.519,-0.07093,-0.17573,0.17961,1,4,0.458,ok
000495.png,1787057919.718,-0.03387,-0.06565,0.21787,1,4,0.812,ok
000496.png,1787057919.919,-0.03484,-0.06305,0.21777,1,4,0.812,ok
000497.png,1787057920.118,-0.06550,-0.17767,0.19514,1,3,0.458,ok
000498.png,1787057920.319,-0.04403,-0.06435,0.23157,1,3,0.750,ok
000499.png,1787057920.569,-0.03049,-0.05759,0.20334,1,3,0.792,ok
000500.png,1787057921.168,-0.08051,-0.22353,0.20719,1,3,0.417,ok
000501.png,1787057921.369,-0.03951,-0.05813,0.21486,1,4,0.792,ok
000502.png,1787057921.568,-0.19662,-0.17453,0.18902,1,4,0.312,ok
000503.png,1787057921.818,-0.07274,-0.23465,0.21837,1,3,0.396,ok
000504.png,1787057922.018,-0.08868,-0.19949,0.19322,1,3,0.375,ok
000505.png,1787057922.219,-0.03914,0.05883,0.20741,1,3,0.771,ok
000506.png,1787057922.418,-0.04236,-0.02734,0.21125,1,3,0.792,ok
000507.png,1787057922.618,-0.04990,0.05808,0.22656,1,4,0.729,ok
000508.png,1787057922.819,-0.04171,0.05836,0.20897,1,4,0.750,ok
000509.png,1787057923.018,-0.14889,-0.13948,0.19889,1,4,0.312,ok
000510.png,1787057923.469,-0.05426,0.05954,0.22798,1,3,0.729,ok
000511.png,1787057923.669,-0.05403,0.06131,0.22590,1,3,0.708,ok
000512.png,1787057924.069,-0.05601,0.06088,0.22431,1,4,0.708,ok
000513.png,1787057924.318,-0.05569,0.06196,0.22415,1,4,0.708,ok
000514.png,1787057924.718,-0.05455,0.06297,0.22022,1,4,0.708,ok
000515.png,1787057925.569,-0.05387,0.06168,0.21164,1,4,0.688,ok
000516.png,1787057925.769,-0.05358,0.06120,0.20960,1,4,0.729,ok
000517.png,1787057925.968,-0.05459,0.06126,0.20926,1,4,0.708,ok
000518.png,1787057926.170,-0.05238,0.06188,0.20462,1,3,0.708,ok
000519.png,1787057926.369,-0.05463,0.06078,0.20820,1,4,0.708,ok
000520.png,1787057926.569,-0.05248,0.06181,0.20208,1,3,0.729,ok
000521.png,1787057926.819,-0.05274,0.06048,0.20119,1,4,0.750,ok
000522.png,1787057927.020,-0.05504,0.05516,0.20190,1,3,0.729,ok
000523.png,1787057927.219,-0.05481,0.05064,0.19684,1,4,0.688,ok
000524.png,1787057927.418,-0.07000,0.04417,0.22429,1,3,0.729,ok
000525.png,1787057927.619,-0.05497,0.03614,0.19400,1,3,0.708,ok
000526.png,1787057927.869,-0.07423,-0.26583,0.18989,1,3,0.396,ok
000527.png,1787057928.069,-0.05801,0.02214,0.18844,1,3,0.750,ok
000528.png,1787057928.269,-0.05854,0.01871,0.18588,1,3,0.667,ok
000529.png,1787057928.469,-0.05897,0.01960,0.18118,1,3,0.646,ok
000530.png,1787057928.669,-0.05774,0.01761,0.18465,1,3,0.688,ok
000531.png,1787057928.819,-0.08880,-0.23186,0.16918,1,3,0.396,ok
000532.png,1787057929.119,-0.05848,0.01591,0.18027,1,3,0.688,ok
000533.png,1787057929.319,-0.05909,0.01371,0.18141,1,3,0.729,ok
000534.png,1787057929.569,-0.05808,0.01421,0.17701,1,3,0.688,ok
000535.png,1787057929.769,-0.05667,0.01379,0.17222,1,3,0.729,ok
000536.png,1787057929.969,-0.05894,0.01041,0.17209,1,3,0.688,ok
000537.png,1787057930.569,-0.06064,0.00475,0.16360,1,3,0.646,ok
000538.png,1787057930.769,-0.10023,-0.23601,0.15352,1,3,0.333,ok
000539.png,1787057931.018,-0.06347,-0.00199,0.15660,1,3,0.604,ok
000540.png,1787057931.819,-0.09859,-0.26499,0.15393,1,3,0.354,ok
000541.png,1787057932.018,-0.09182,-0.28362,0.16829,1,3,0.312,ok
000542.png,1787057932.219,-0.08952,-0.28889,0.17320,1,3,0.375,ok
000543.png,1787057932.418,-0.09078,-0.28946,0.17338,1,3,0.354,ok
000544.png,1787057932.669,-0.13252,-0.16777,0.17590,1,3,0.312,ok
000545.png,1787057932.869,-0.10580,-0.25473,0.14763,1,3,0.333,ok
000546.png,1787057933.069,-0.10042,-0.26982,0.15657,1,3,0.312,ok
000547.png,1787057933.719,-0.12887,-0.20946,0.18603,1,3,0.188,ok
000548.png,1787057933.919,-0.12092,-0.22655,0.20083,1,3,0.167,ok
000549.png,1787057934.120,-0.14606,-0.16068,0.15397,1,3,0.188,ok
000550.png,1787057934.318,-0.11686,-0.03391,0.22188,1,3,0.479,ok
000551.png,1787057937.869,-0.11817,-0.05008,0.18557,1,2,0.604,ok
000552.png,1787057961.669,0.04552,-0.12792,0.20384,1,2,0.667,ok
000553.png,1787057967.668,-0.12377,-0.05990,0.19611,1,2,0.542,ok
000554.png,1787057969.369,-0.11217,-0.06020,0.20856,1,2,0.479,ok
000555.png,1787057969.624,-0.10178,-0.05223,0.19397,1,2,0.479,ok
000556.png,1787057970.019,-0.11804,-0.24279,0.18442,1,3,0.167,ok
000557.png,1787057970.219,-0.10657,-0.05625,0.21134,1,2,0.458,ok
000558.png,1787057970.419,-0.10665,-0.04734,0.21263,1,2,0.438,ok
000559.png,1787057970.869,-0.07961,-0.04614,0.16598,1,3,0.479,ok
000560.png,1787057971.269,-0.09565,-0.04938,0.19742,1,2,0.479,ok
000561.png,1787057971.469,-0.10027,-0.25821,0.20771,1,3,0.167,ok
000562.png,1787057971.719,-0.09325,-0.05550,0.20266,1,3,0.500,ok
000563.png,1787057971.918,-0.09367,-0.05611,0.20776,1,2,0.458,ok
000564.png,1787057972.119,-0.09091,-0.05326,0.20723,1,2,0.438,ok
000565.png,1787057972.319,-0.11802,-0.23719,0.16835,1,3,0.208,ok
000566.png,1787057972.569,-0.10346,-0.25866,0.16462,1,3,0.208,ok
000567.png,1787057972.769,-0.08749,-0.05385,0.20192,1,2,0.458,ok
000568.png,1787057972.969,-0.11186,-0.24717,0.17281,1,3,0.188,ok
000569.png,1787057973.168,-0.08975,-0.05617,0.21067,1,2,0.458,ok
000570.png,1787057973.819,-0.10848,-0.25351,0.18272,1,3,0.167,ok
000571.png,1787057974.019,-0.10860,-0.25428,0.16296,1,3,0.208,ok
000572.png,1787057974.219,-0.10583,-0.26743,0.16286,1,3,0.188,ok
000573.png,1787057974.419,-0.08774,-0.06758,0.20995,1,2,0.417,ok
000574.png,1787057974.869,-0.10414,-0.27758,0.14715,1,3,0.188,ok
000575.png,1787057975.269,-0.10248,-0.27285,0.16855,1,3,0.188,ok
000576.png,1787057975.719,-0.11106,-0.25385,0.17259,1,3,0.167,ok
000577.png,1787057975.919,-0.10900,-0.25711,0.17641,1,3,0.167,ok
000578.png,1787057976.119,-0.10725,-0.25869,0.18021,1,3,0.167,ok
000579.png,1787057976.320,-0.07007,-0.06735,0.18099,1,3,0.438,ok
000580.png,1787057976.519,-0.12155,-0.22928,0.15409,1,3,0.188,ok
000581.png,1787057976.968,-0.09014,-0.07092,0.21944,1,2,0.458,ok
000582.png,1787057977.170,-0.09740,-0.27991,0.17169,1,3,0.188,ok
000583.png,1787057977.368,-0.11117,-0.25524,0.15226,1,3,0.208,ok
000584.png,1787057977.569,-0.10129,-0.27043,0.17130,1,3,0.188,ok
000585.png,1787057978.018,-0.10644,-0.26418,0.15792,1,3,0.188,ok
000586.png,1787057978.218,-0.10452,-0.26484,0.16681,1,3,0.188,ok
000587.png,1787057978.418,-0.05446,-0.06443,0.16163,1,3,0.479,ok
000588.png,1787057978.619,-0.13260,-0.22559,0.20510,1,3,0.167,ok
000589.png,1787057978.818,-0.10032,-0.26958,0.16999,1,3,0.188,ok
000590.png,1787057979.069,-0.10671,-0.25574,0.17483,1,3,0.188,ok
000591.png,1787057979.269,-0.10486,-0.25919,0.17304,1,3,0.188,ok
000592.png,1787057979.469,-0.09729,-0.28045,0.16343,1,3,0.188,ok
000593.png,1787057979.670,-0.10542,-0.26078,0.17084,1,3,0.167,ok
000594.png,1787057979.869,-0.10217,-0.26519,0.17460,1,3,0.167,ok
000595.png,1787057980.069,-0.10457,-0.26224,0.17010,1,3,0.167,ok
000596.png,1787057980.269,-0.10441,-0.26318,0.17036,1,3,0.167,ok
000597.png,1787057980.520,-0.10580,-0.26307,0.16745,1,3,0.167,ok
000598.png,1787057980.719,-0.10051,-0.26996,0.17053,1,3,0.188,ok
000599.png,1787057981.118,-0.09311,-0.28090,0.18980,1,3,0.250,ok
000600.png,1787057981.318,-0.08808,-0.30684,0.19643,1,3,0.188,ok
000601.png,1787057982.369,-0.09158,-0.28930,0.18679,1,3,0.208,ok
000602.png,1787057982.569,-0.10029,-0.26308,0.17534,1,3,0.167,ok
000603.png,1787057982.818,-0.09980,-0.25882,0.16858,1,3,0.229,ok
000604.png,1787057983.019,-0.11225,-0.23342,0.14520,1,3,0.188,ok
000605.png,1787057983.219,-0.07581,-0.06805,0.22575,1,3,0.438,ok
000606.png,1787057983.420,-0.09138,-0.07317,0.26167,1,2,0.479,ok
000607.png,1787057983.868,-0.08835,-0.07466,0.25747,1,3,0.500,ok
000608.png,1787057984.069,-0.07380,-0.07428,0.22687,1,3,0.479,ok
000609.png,1787057984.669,-0.09986,-0.26226,0.16818,1,3,0.167,ok
000610.png,1787057984.869,-0.07178,-0.07622,0.22962,1,3,0.500,ok
000611.png,1787057986.168,-0.04152,-0.06681,0.18050,1,3,0.479,ok
000612.png,1787057986.369,-0.04693,-0.39459,0.17828,1,3,0.229,ok
000613.png,1787057986.569,-0.05005,-0.07432,0.19784,1,3,0.521,ok
000614.png,1787057986.769,-0.05277,-0.07306,0.20645,1,3,0.542,ok
000615.png,1787057987.169,-0.04902,-0.07200,0.19656,1,3,0.542,ok
000616.png,1787057987.369,-0.09091,-0.27552,0.16820,1,3,0.167,ok
000617.png,1787057987.568,-0.04003,-0.07052,0.18077,1,3,0.542,ok
000618.png,1787057987.768,-0.05694,-0.07697,0.21726,1,3,0.542,ok
000619.png,1787057988.018,-0.06195,-0.07273,0.22892,1,3,0.542,ok
000620.png,1787057988.418,-0.05278,-0.07060,0.21158,1,3,0.583,ok
000621.png,1787057988.768,-0.04851,-0.07045,0.20480,1,2,0.688,ok
000622.png,1787057989.719,-0.04258,-0.06747,0.19780,1,3,0.688,ok
000623.png,1787057989.919,-0.07728,-0.06934,0.27142,1,2,0.729,ok
000624.png,1787057990.319,-0.11246,-0.07184,0.34104,1,2,0.625,ok
000625.png,1787057990.569,-0.05308,-0.06917,0.22219,1,3,0.583,ok
000626.png,1787057990.770,-0.05582,-0.06997,0.23204,1,3,0.562,ok
000627.png,1787057990.969,-0.04647,-0.06798,0.21146,1,3,0.625,ok
000628.png,1787057991.169,-0.54304,0.55497,0.28698,1,3,0.229,ok
000629.png,1787057991.569,-0.04490,-0.06663,0.21558,1,3,0.583,ok
000630.png,1787057992.419,-0.06820,-0.34078,0.22552,1,3,0.333,ok
000631.png,1787057992.719,-0.05166,-0.05965,0.23477,1,3,0.646,ok
000632.png,1787057993.269,-0.50288,0.47468,0.23948,1,3,0.208,ok
000633.png,1787057993.669,-0.08640,-0.05387,0.30931,1,3,0.583,ok
000634.png,1787057995.572,-0.02198,-0.04891,0.19393,1,4,0.604,ok
000635.png,1787057995.819,-0.09578,-0.04637,0.34282,1,3,0.646,ok
000636.png,1787057996.418,-0.35359,0.19234,0.14757,1,3,0.188,ok
000637.png,1787057997.268,-0.40134,0.39806,0.19979,1,3,0.312,ok
000638.png,1787057998.518,0.00656,-0.04738,0.15080,1,4,0.625,ok
000639.png,1787057999.119,-0.41204,0.41644,0.21534,1,3,0.229,ok
000640.png,1787057999.319,-0.38913,0.36953,0.18712,1,3,0.312,ok
000641.png,1787058001.418,-0.00132,-0.01887,0.18682,1,2,0.646,ok
000642.png,1787058002.719,-0.06745,-0.00535,0.32784,1,2,0.812,ok
000643.png,1787058003.319,-0.06440,-0.00137,0.32618,1,2,0.833,ok
000644.png,1787058003.569,-0.07140,0.00260,0.34028,1,2,0.854,ok
000645.png,1787058003.769,-0.06362,0.00282,0.32554,1,2,0.750,ok
000646.png,1787058004.169,-0.06414,0.00408,0.33026,1,2,0.771,ok
000647.png,1787058004.818,-0.05446,0.00619,0.31583,1,2,0.875,ok
000648.png,1787058004.969,-0.05086,0.00532,0.30951,1,2,0.750,ok
000649.png,1787058005.218,-0.04850,0.00930,0.30581,1,2,0.812,ok
000650.png,1787058005.418,-0.04908,0.00991,0.30765,1,2,0.854,ok
000651.png,1787058005.618,-0.04122,0.00993,0.29317,1,2,0.792,ok
000652.png,1787058005.869,-0.03274,0.01290,0.27823,1,2,0.771,ok
000653.png,1787058006.069,-0.03124,-0.08713,0.27611,1,2,0.854,ok
000654.png,1787058006.269,-0.04337,-0.08416,0.30213,1,2,0.812,ok
000655.png,1787058006.518,-0.02418,-0.08104,0.26524,1,2,0.792,ok
000656.png,1787058006.718,-0.01627,-0.06947,0.25137,1,2,0.833,ok
000657.png,1787058006.918,-0.02307,-0.06769,0.26604,1,2,0.812,ok
000658.png,1787058007.118,-0.02269,-0.08346,0.26668,1,2,0.812,ok
000659.png,1787058007.319,-0.02203,-0.08764,0.26480,1,2,0.833,ok
000660.png,1787058007.518,-0.02445,-0.08764,0.27260,1,2,0.792,ok
000661.png,1787058007.720,-0.02072,-0.06354,0.26500,1,2,0.833,ok
000662.png,1787058007.918,-0.02758,-0.09413,0.27955,1,2,0.938,ok
000663.png,1787058008.118,-0.02149,-0.09048,0.26800,1,2,1.000,ok
000664.png,1787058008.318,-0.01993,-0.08873,0.26545,1,2,1.000,ok
000665.png,1787058008.519,-0.01449,-0.08736,0.25607,1,2,1.000,ok
000666.png,1787058008.669,-0.02038,-0.08762,0.26753,1,2,1.000,ok
000667.png,1787058008.969,-0.01564,-0.08575,0.26091,1,2,1.000,ok
000668.png,1787058009.169,-0.01749,-0.08331,0.26380,1,3,1.000,ok
000669.png,1787058009.369,-0.01381,-0.08287,0.25958,1,3,1.000,ok
000670.png,1787058009.570,-0.01372,-0.08179,0.25874,1,3,1.000,ok
000671.png,1787058009.819,-0.01379,-0.08340,0.26006,1,2,1.000,ok
000672.png,1787058010.018,-0.00847,-0.08333,0.25045,1,3,0.958,ok
000673.png,1787058010.219,-0.01249,-0.08068,0.25801,1,2,0.979,ok
000674.png,1787058010.418,-0.01122,-0.07953,0.25737,1,2,1.000,ok
000675.png,1787058010.619,-0.01136,-0.08170,0.25768,1,3,1.000,ok
000676.png,1787058010.818,-0.01226,-0.07979,0.26187,1,2,1.000,ok
000677.png,1787058011.069,-0.01084,-0.07883,0.26006,1,3,1.000,ok
000678.png,1787058011.268,-0.01335,-0.07968,0.26427,1,3,1.000,ok
000679.png,1787058011.468,-0.01245,-0.08071,0.26261,1,3,1.000,ok
000680.png,1787058011.668,-0.00701,-0.07865,0.25428,1,3,1.000,ok
000681.png,1787058011.868,-0.00823,-0.08094,0.25873,1,3,1.000,ok
000682.png,1787058012.069,-0.00806,-0.07931,0.25670,1,2,1.000,ok
000683.png,1787058012.269,-0.00618,-0.07981,0.25352,1,2,1.000,ok
000684.png,1787058012.519,-0.00964,-0.07929,0.26262,1,2,1.000,ok
000685.png,1787058012.718,-0.00322,-0.07871,0.25121,1,2,1.000,ok
000686.png,1787058012.919,-0.00495,-0.07944,0.25369,1,3,1.000,ok
000687.png,1787058013.119,-0.00588,-0.07898,0.25625,1,2,1.000,ok
000688.png,1787058013.320,-0.00283,-0.07695,0.25282,1,2,0.958,ok
000689.png,1787058013.519,-0.00423,-0.07739,0.25646,1,2,1.000,ok
000690.png,1787058013.769,-0.00262,-0.07858,0.25116,1,3,0.979,ok
000691.png,1787058013.969,-0.00710,-0.07693,0.26156,1,2,1.000,ok
000692.png,1787058014.169,-0.00040,-0.07927,0.24937,1,2,1.000,ok
000693.png,1787058014.369,0.00130,-0.07915,0.24648,1,3,1.000,ok
000694.png,1787058014.569,0.00242,-0.07803,0.24594,1,3,1.000,ok
000695.png,1787058014.818,-0.00205,-0.07783,0.25439,1,3,1.000,ok
000696.png,1787058015.019,0.00209,-0.07756,0.24805,1,2,1.000,ok
000697.png,1787058015.219,-0.00005,-0.07612,0.25270,1,3,1.000,ok
000698.png,1787058015.420,0.00134,-0.07697,0.25104,1,2,1.000,ok
000699.png,1787058015.618,0.00069,-0.07724,0.25140,1,3,1.000,ok
000700.png,1787058015.818,0.00962,-0.07375,0.23335,1,3,1.000,ok
000701.png,1787058016.069,0.00561,-0.07070,0.24352,1,2,1.000,ok
000702.png,1787058016.269,0.00133,-0.06986,0.25405,1,3,1.000,ok
000703.png,1787058016.469,-0.00279,-0.07034,0.26319,1,3,1.000,ok
000704.png,1787058016.619,0.00701,-0.06891,0.24378,1,3,1.000,ok
