frame,stamp_s,ey_m,epsi_rad,lane_width_m,paired,n_lines,confidence,reason,line_c0_m
00249.png,1787054678.001,-0.03293,-0.00961,0.28835,1,3,0.625,ok,-0.11125;0.17711;0.25621
00250.png,1787054678.051,-0.03117,0.00084,0.28531,1,3,0.646,ok,-0.11149;0.17382;0.24860
00251.png,1787054678.102,-0.02923,0.00220,0.28069,1,3,0.646,ok,-0.11112;0.16957;0.24860
00252.png,1787054678.152,-0.03822,-0.00236,0.29912,1,3,0.667,ok,-0.11134;0.18778;0.24860
00253.png,1787054678.252,0.01432,-0.01460,0.19322,1,3,0.646,ok,-0.11094;0.08230;0.26306
00254.png,1787054678.351,-0.02922,-0.00327,0.27946,1,3,0.688,ok,-0.11051;0.16896;0.25824
00255.png,1787054678.401,-0.02980,-0.00726,0.28099,1,3,0.667,ok,-0.11070;0.17030;0.26445
00256.png,1787054678.451,-0.02990,-0.00699,0.28170,1,3,0.646,ok,-0.11095;0.17076;0.25413
00257.png,1787054678.601,-0.03331,-0.00940,0.28765,1,3,0.667,ok,-0.11052;0.17714;0.26238
00258.png,1787054678.652,0.01598,-0.00961,0.19064,1,3,0.646,ok,-0.11131;0.07934;0.26823
00259.png,1787054678.706,-0.02942,-0.00757,0.27978,1,3,0.646,ok,-0.11048;0.16931;0.26571
00260.png,1787054678.751,-0.02796,-0.00732,0.27757,1,3,0.729,ok,-0.11083;0.16675;0.26041
00261.png,1787054678.802,-0.03096,-0.03255,0.28364,1,3,0.646,ok,-0.11094;0.17285;0.26445
00262.png,1787054678.851,-0.03400,-0.00083,0.28973,1,3,0.688,ok,-0.11087;0.17887;0.26306
00263.png,1787054678.901,-0.03023,-0.01360,0.28294,1,3,0.667,ok,-0.11125;0.17172;0.25948
00264.png,1787054678.953,-0.03308,-0.00164,0.28864,1,3,0.667,ok,-0.11124;0.17740;0.26445
00265.png,1787054679.001,-0.02915,-0.00191,0.28014,1,3,0.667,ok,-0.11092;0.16922;0.26041
00266.png,1787054679.052,-0.02929,-0.01360,0.28122,1,3,0.667,ok,-0.11133;0.16992;0.25973
00267.png,1787054679.102,-0.02815,-0.02618,0.27874,1,3,0.688,ok,-0.11127;0.16757;0.25986
00268.png,1787054679.153,0.01399,-0.01226,0.19286,1,3,0.667,ok,-0.11042;0.08245;0.25721
00269.png,1787054679.204,-0.02898,-0.00682,0.28070,1,3,0.688,ok,-0.11137;0.16933;0.25721
00270.png,1787054679.253,-0.03238,-0.00825,0.28679,1,3,0.625,ok,-0.11102;0.17578;0.26041
00271.png,1787054679.301,-0.01267,-0.02183,0.24601,1,3,0.708,ok,-0.11036;0.13571;0.25721
00272.png,1787054679.351,-0.03034,-0.01033,0.27980,1,3,0.688,ok,-0.10957;0.17025;0.26319
00273.png,1787054679.452,-0.03178,0.00084,0.28599,1,3,0.667,ok,-0.11121;0.17478;0.25313
00274.png,1787054679.503,-0.02701,0.01391,0.27651,1,3,0.625,ok,-0.11126;0.16527;0.25166
00275.png,1787054679.551,-0.03286,-0.01360,0.28838,1,3,0.667,ok,-0.11134;0.17706;0.25082
00276.png,1787054679.602,-0.02970,-0.00825,0.28207,1,2,0.688,ok,-0.11134;0.17074
00277.png,1787054679.653,-0.02947,-0.00164,0.28176,1,3,0.688,ok,-0.11141;0.17035;0.25986
00278.png,1787054679.701,-0.03320,-0.00726,0.28871,1,3,0.646,ok,-0.11116;0.17756;0.26823
00279.png,1787054679.751,-0.02908,-0.00191,0.28069,1,3,0.708,ok,-0.11127;0.16942;0.25861
00280.png,1787054679.803,-0.02921,0.00315,0.28016,1,3,0.625,ok,-0.11087;0.16929;0.25721
00281.png,1787054679.901,-0.02851,-0.01385,0.27923,1,3,0.708,ok,-0.11112;0.16814;0.26106
00282.png,1787054679.952,-0.02879,-0.00396,0.28028,1,3,0.688,ok,-0.11135;0.16893;0.25986
00283.png,1787054680.002,0.01446,-0.00191,0.19323,1,3,0.625,ok,-0.11108;0.08215;0.26798
00284.png,1787054680.052,-0.03095,-0.00799,0.28256,1,3,0.667,ok,-0.11034;0.17223;0.25733
00285.png,1787054680.104,-0.03379,-0.00996,0.29005,1,3,0.667,ok,-0.11124;0.17883;0.26053
00286.png,1787054680.151,0.01133,-0.00894,0.19976,1,3,0.667,ok,-0.11121;0.08855;0.26053
00287.png,1787054680.201,0.01141,-0.02605,0.19783,1,3,0.667,ok,-0.11036;0.08754;0.25674
00288.png,1787054680.251,-0.03148,-0.03896,0.28435,1,3,0.688,ok,-0.11080;0.17377;0.26306
00289.png,1787054680.302,-0.03328,-0.02085,0.28729,1,3,0.625,ok,-0.11039;0.17696;0.26323
00290.png,1787054680.353,-0.03332,-0.00631,0.28836,1,3,0.667,ok,-0.11086;0.17750;0.26306
00291.png,1787054680.401,-0.03007,-0.02130,0.28083,1,3,0.667,ok,-0.11038;0.17051;0.26306
00292.png,1787054680.458,-0.02845,-0.02469,0.27865,1,3,0.708,ok,-0.11092;0.16782;0.25986
00293.png,1787054680.501,-0.02926,-0.00164,0.28052,1,3,0.646,ok,-0.11100;0.16952;0.26466
00294.png,1787054680.551,-0.02903,-0.01009,0.28114,1,3,0.708,ok,-0.11154;0.16961;0.25721
00295.png,1787054680.652,-0.03445,-0.01705,0.29007,1,3,0.688,ok,-0.11061;0.17950;0.26306
00296.png,1787054680.702,-0.03169,-0.02034,0.28575,1,3,0.688,ok,-0.11122;0.17460;0.26306
00297.png,1787054680.751,0.01625,0.00175,0.18995,1,3,0.646,ok,-0.11122;0.07873;0.24860
00298.png,1787054680.802,-0.02853,-0.00986,0.27992,1,2,0.688,ok,-0.11143;0.16850
00299.png,1787054680.851,-0.02721,-0.00823,0.27607,1,3,0.667,ok,-0.11083;0.16525;0.25421
00300.png,1787054680.902,-0.02714,0.02483,0.27643,1,3,0.667,ok,-0.11112;0.16540;0.26798
00301.png,1787054680.952,0.01672,-0.00860,0.18860,1,3,0.667,ok,-0.11102;0.07758;0.26306
00302.png,1787054681.001,-0.03742,-0.01540,0.29762,1,3,0.667,ok,-0.11141;0.18625;0.25973
00303.png,1787054681.051,-0.03352,-0.01630,0.28948,1,3,0.688,ok,-0.11124;0.17827;0.27468
00304.png,1787054681.151,-0.03095,-0.01360,0.28385,1,3,0.688,ok,-0.11099;0.17289;0.25989
00305.png,1787054681.204,-0.02815,-0.03255,0.27859,1,3,0.688,ok,-0.11121;0.16752;0.26823
00306.png,1787054681.254,-0.01310,-0.00754,0.24871,1,3,0.688,ok,-0.11126;0.13746;0.26306
00307.png,1787054681.354,-0.01853,-0.00726,0.25933,1,3,0.688,ok,-0.11114;0.14819;0.26306
00308.png,1787054681.402,-0.02976,-0.00442,0.27952,1,3,0.688,ok,-0.11000;0.16952;0.26319
00309.png,1787054681.501,0.01179,-0.02583,0.19904,1,3,0.729,ok,-0.11134;0.08776;0.26041
00310.png,1787054681.552,-0.03201,-0.01396,0.28460,1,3,0.646,ok,-0.11031;0.17432;0.25986
00311.png,1787054681.603,0.01310,-0.01469,0.19618,1,3,0.646,ok,-0.11120;0.08500;0.26319
00312.png,1787054681.652,-0.02928,-0.00862,0.28016,1,3,0.667,ok,-0.11081;0.16936;0.26053
00313.png,1787054681.706,-0.03087,-0.00236,0.28422,1,3,0.688,ok,-0.11124;0.17298;0.25873
00314.png,1787054681.751,-0.02918,-0.00825,0.28068,1,3,0.688,ok,-0.11116;0.16953;0.25824
00315.png,1787054681.851,-0.03082,-0.00843,0.28212,1,3,0.688,ok,-0.11025;0.17188;0.25721
00316.png,1787054681.903,-0.02901,-0.00825,0.28055,1,3,0.667,ok,-0.11127;0.16929;0.26053
00317.png,1787054681.952,-0.02999,-0.00673,0.28047,1,3,0.688,ok,-0.11025;0.17023;0.26306
00318.png,1787054682.051,-0.03011,-0.00371,0.28337,1,3,0.688,ok,-0.11157;0.17180;0.26306
00319.png,1787054682.102,-0.02893,-0.01644,0.27993,1,3,0.708,ok,-0.11106;0.16891;0.25667
00320.png,1787054682.154,-0.03004,-0.00835,0.28249,1,3,0.688,ok,-0.11121;0.17129;0.25359
00321.png,1787054682.202,-0.03102,-0.00961,0.28471,1,3,0.688,ok,-0.11134;0.17338;0.25948
00322.png,1787054682.302,-0.03081,-0.00391,0.28458,1,3,0.708,ok,-0.11148;0.17310;0.27064
00323.png,1787054682.354,-0.03430,-0.00837,0.28980,1,3,0.646,ok,-0.11060;0.17921;0.25359
00324.png,1787054682.402,-0.03421,-0.00825,0.29073,1,3,0.646,ok,-0.11116;0.17958;0.26053
00325.png,1787054682.452,-0.03021,-0.01647,0.28286,1,3,0.708,ok,-0.11124;0.17166;0.25824
00326.png,1787054682.504,-0.02986,-0.00613,0.28000,1,3,0.729,ok,-0.11014;0.16987;0.26363
00327.png,1787054682.552,-0.02851,-0.00699,0.27939,1,3,0.708,ok,-0.11119;0.16820;0.27146
00328.png,1787054682.602,-0.06062,-0.05500,0.21838,1,4,0.375,ok,-0.11114;-0.04874;0.16998;0.25999
00329.png,1787054682.652,-0.02904,-0.01595,0.28087,1,3,0.667,ok,-0.11142;0.16949;0.25674
00330.png,1787054682.802,-0.02843,0.02303,0.27926,1,3,0.646,ok,-0.11124;0.16809;0.25082
00331.png,1787054682.854,-0.02928,-0.02499,0.28110,1,2,0.688,ok,-0.11132;0.16987
00332.png,1787054682.902,-0.03096,0.00220,0.28307,1,3,0.667,ok,-0.11057;0.17250;0.25948
00333.png,1787054682.958,-0.02946,-0.01496,0.28151,1,3,0.667,ok,-0.11131;0.17023;0.27463
00334.png,1787054683.003,0.01444,-0.01540,0.19351,1,3,0.646,ok,-0.11121;0.08232;0.26306
00335.png,1787054683.051,-0.02883,-0.01469,0.27927,1,3,0.667,ok,-0.11081;0.16848;0.24725
00336.png,1787054683.102,-0.02754,-0.02074,0.27619,1,3,0.708,ok,-0.11059;0.16566;0.25986
00337.png,1787054683.153,-0.02868,-0.00961,0.27994,1,3,0.667,ok,-0.11129;0.16866;0.27463
00338.png,1787054683.203,0.01617,0.00225,0.18799,1,3,0.708,ok,-0.11016;0.07782;0.25674
00339.png,1787054683.252,-0.02986,-0.00327,0.28222,1,3,0.688,ok,-0.11125;0.17097;0.27156
00340.png,1787054683.303,-0.02726,-0.01405,0.27744,1,3,0.708,ok,-0.11147;0.16600;0.27463
00341.png,1787054683.351,-0.02862,-0.02131,0.27886,1,3,0.708,ok,-0.11084;0.16809;0.26041
00342.png,1787054683.404,-0.02868,-0.00825,0.27911,1,3,0.708,ok,-0.11088;0.16824;0.25986
00343.png,1787054683.454,-0.02962,-0.02671,0.28131,1,3,0.688,ok,-0.11108;0.17033;0.25824
00344.png,1787054683.552,-0.02979,-0.00982,0.28190,1,3,0.688,ok,-0.11117;0.17074;0.26041
00345.png,1787054683.807,-0.02876,-0.00260,0.28042,1,2,0.667,ok,-0.11145;0.16897
00346.png,1787054683.854,-0.06608,-0.03216,0.22279,1,4,0.333,ok,-0.11137;-0.04537;0.17754;0.25986
00347.png,1787054683.956,-0.03791,-0.00825,0.29842,1,3,0.688,ok,-0.11131;0.18713;0.26147
00348.png,1787054684.004,0.01549,0.00281,0.18896,1,3,0.667,ok,-0.10997;0.07899;0.27468
00349.png,1787054684.052,-0.02853,-0.00805,0.27812,1,3,0.688,ok,-0.11054;0.16759;0.24860
00350.png,1787054684.102,-0.03472,0.00599,0.29206,1,3,0.625,ok,-0.11132;0.18075;0.24860
00351.png,1787054684.204,-0.02838,-0.00216,0.27743,1,3,0.667,ok,-0.11034;0.16709;0.27468
00352.png,1787054684.302,-0.02724,-0.00327,0.27733,1,3,0.688,ok,-0.11143;0.16591;0.26466
00353.png,1787054684.352,-0.03037,-0.00825,0.28334,1,3,0.667,ok,-0.11130;0.17205;0.26041
00354.png,1787054684.401,-0.03309,-0.00825,0.28804,1,3,0.646,ok,-0.11094;0.17711;0.26459
00355.png,1787054684.452,-0.03013,-0.00300,0.28268,1,3,0.688,ok,-0.11121;0.17147;0.26391
00356.png,1787054684.602,0.01408,-0.01406,0.19279,1,3,0.646,ok,-0.11048;0.08232;0.25824
00357.png,1787054684.651,-0.03178,-0.00327,0.28468,1,3,0.688,ok,-0.11056;0.17412;0.26041
00358.png,1787054684.703,-0.02806,-0.01571,0.27729,1,3,0.688,ok,-0.11060;0.16673;0.26041
00359.png,1787054684.752,-0.03101,-0.02605,0.28416,1,3,0.667,ok,-0.11112;0.17313;0.26106
00360.png,1787054684.802,-0.03398,-0.00260,0.28931,1,3,0.646,ok,-0.11068;0.17863;0.23540
00361.png,1787054684.851,-0.02907,-0.01540,0.27953,1,3,0.688,ok,-0.11071;0.16886;0.25986
00362.png,1787054684.902,-0.03031,-0.01496,0.28322,1,3,0.667,ok,-0.11131;0.17194;0.25999
00363.png,1787054684.951,-0.03225,-0.00327,0.28666,1,3,0.688,ok,-0.11108;0.17558;0.26190
00364.png,1787054685.051,-0.02795,-0.00754,0.27853,1,3,0.667,ok,-0.11132;0.16722;0.25986
00365.png,1787054685.103,0.01035,-0.02227,0.20193,1,3,0.688,ok,-0.11134;0.09064;0.26306
00366.png,1787054685.202,-0.03057,-0.00726,0.28206,1,3,0.688,ok,-0.11047;0.17160;0.25873
00367.png,1787054685.303,-0.02812,-0.00961,0.27869,1,3,0.667,ok,-0.11123;0.16747;0.27867
00368.png,1787054685.352,-0.03085,-0.00191,0.28419,1,3,0.688,ok,-0.11125;0.17295;0.25721
00369.png,1787054685.451,-0.02715,-0.02955,0.27705,1,3,0.708,ok,-0.11143;0.16574;0.25721
00370.png,1787054685.504,-0.02890,0.00224,0.28013,1,3,0.646,ok,-0.11117;0.16896;0.24714
00371.png,1787054685.552,-0.02974,0.01832,0.28190,1,3,0.667,ok,-0.11124;0.17071;0.24860
00372.png,1787054685.601,-0.02852,-0.00327,0.27906,1,3,0.667,ok,-0.11101;0.16805;0.25948
00373.png,1787054685.652,-0.03373,-0.00825,0.28874,1,3,0.667,ok,-0.11064;0.17810;0.25999
00374.png,1787054685.702,0.01523,-0.00825,0.19021,1,3,0.625,ok,-0.11034;0.07988;0.24849
00375.png,1787054685.751,-0.03040,-0.01360,0.28162,1,3,0.667,ok,-0.11042;0.17122;0.25986
00376.png,1787054685.805,-0.03034,-0.00236,0.28320,1,3,0.667,ok,-0.11126;0.17194;0.26041
00377.png,1787054685.851,-0.03017,-0.00300,0.28260,1,3,0.688,ok,-0.11114;0.17147;0.26466
00378.png,1787054685.951,-0.03123,-0.00874,0.28221,1,3,0.708,ok,-0.10988;0.17235;0.26306
00379.png,1787054686.001,-0.02878,-0.00327,0.27932,1,3,0.708,ok,-0.11088;0.16844;0.26147
00380.png,1787054686.052,-0.02861,-0.00817,0.27918,1,3,0.646,ok,-0.11099;0.16820;0.25721
00381.png,1787054686.102,0.01574,-0.00979,0.19095,1,3,0.646,ok,-0.11122;0.07974;0.25733
00382.png,1787054686.152,-0.02831,-0.00825,0.27938,1,3,0.688,ok,-0.11138;0.16800;0.25986
00383.png,1787054686.201,0.01393,-0.00934,0.19452,1,3,0.625,ok,-0.11120;0.08333;0.26180
00384.png,1787054686.252,0.01520,-0.00209,0.19189,1,3,0.646,ok,-0.11115;0.08074;0.25359
00385.png,1787054686.303,-0.02879,-0.01683,0.27670,1,3,0.688,ok,-0.10958;0.16716;0.25402
00386.png,1787054686.353,-0.02948,-0.00147,0.28163,1,3,0.667,ok,-0.11134;0.17029;0.26041
00387.png,1787054686.404,-0.03483,-0.00779,0.29226,1,3,0.646,ok,-0.11130;0.18097;0.26183
00388.png,1787054686.454,-0.06127,-0.09802,0.20687,1,4,0.354,ok,-0.11134;-0.04266;0.16521;0.24058
00389.png,1787054686.551,-0.02961,-0.00817,0.28171,1,3,0.667,ok,-0.11125;0.17047;0.26306
00390.png,1787054686.601,-0.06426,-0.04433,0.22965,1,4,0.333,ok,-0.11111;-0.05068;0.17920;0.25986
00391.png,1787054686.752,-0.02961,-0.03062,0.28142,1,3,0.708,ok,-0.11117;0.17039;0.26054
00392.png,1787054686.801,-0.02909,-0.02466,0.27971,1,3,0.750,ok,-0.11081;0.16898;0.25973
00393.png,1787054686.856,-0.02913,-0.02469,0.27885,1,3,0.708,ok,-0.11034;0.16860;0.27949
00394.png,1787054686.902,-0.03465,-0.00300,0.28987,1,3,0.667,ok,-0.11028;0.17958;0.26429
00395.png,1787054686.951,-0.03324,-0.01334,0.28829,1,3,0.667,ok,-0.11092;0.17740;0.26306
00396.png,1787054687.001,0.01157,-0.00186,0.19666,1,3,0.667,ok,-0.10991;0.08676;0.25413
00397.png,1787054687.052,-0.02837,-0.00862,0.27894,1,3,0.667,ok,-0.11110;0.16785;0.28644
00398.png,1787054687.151,-0.03824,-0.00191,0.29827,1,3,0.688,ok,-0.11090;0.18738;0.26306
00399.png,1787054687.254,-0.03312,0.00150,0.28530,1,3,0.667,ok,-0.10953;0.17577;0.26306
00400.png,1787054687.301,-0.03014,-0.01292,0.28220,1,3,0.688,ok,-0.11097;0.17125;0.25986
00401.png,1787054687.352,-0.02990,-0.00961,0.28115,1,3,0.688,ok,-0.11068;0.17048;0.25653
00402.png,1787054687.401,-0.02871,-0.00862,0.27917,1,3,0.667,ok,-0.11088;0.16830;0.26053
00403.png,1787054687.452,-0.02903,-0.03444,0.27911,1,3,0.708,ok,-0.11061;0.16866;0.26306
00404.png,1787054687.502,-0.03170,-0.00327,0.28625,1,3,0.688,ok,-0.11143;0.17483;0.26053
00405.png,1787054687.601,0.01472,-0.00327,0.19104,1,3,0.646,ok,-0.11024;0.08081;0.24860
00406.png,1787054687.666,-0.02921,0.02483,0.28031,1,3,0.688,ok,-0.11099;0.16941;0.26798
00407.png,1787054687.902,-0.03373,-0.00231,0.28827,1,3,0.625,ok,-0.11040;0.17787;0.26180
00408.png,1787054687.952,-0.03398,-0.02664,0.28933,1,3,0.667,ok,-0.11073;0.17870;0.25721
00409.png,1787054688.102,0.00461,-0.01053,0.21365,1,3,0.688,ok,-0.11145;0.10222;0.26180
00410.png,1787054688.152,-0.02946,-0.00799,0.27956,1,3,0.688,ok,-0.11032;0.16925;0.26392
00411.png,1787054688.203,-0.03046,-0.00825,0.28230,1,3,0.688,ok,-0.11070;0.17161;0.25973
00412.png,1787054688.301,-0.03111,-0.01226,0.28459,1,3,0.708,ok,-0.11120;0.17341;0.25948
00413.png,1787054688.351,-0.03077,-0.03107,0.28339,1,3,0.688,ok,-0.11099;0.17254;0.26029
00414.png,1787054688.401,-0.00745,-0.02551,0.23613,1,3,0.708,ok,-0.11065;0.12556;0.26041
00415.png,1787054688.502,-0.03045,-0.01895,0.28308,1,3,0.688,ok,-0.11111;0.17202;0.26041
00416.png,1787054688.603,-0.03022,-0.00498,0.28062,1,3,0.688,ok,-0.11010;0.17053;0.26585
00417.png,1787054688.702,-0.02803,-0.01363,0.27739,1,3,0.688,ok,-0.11067;0.16674;0.25721
00418.png,1787054688.752,-0.02775,-0.00931,0.27680,1,3,0.646,ok,-0.11066;0.16616;0.25402
00419.png,1787054688.803,-0.02885,-0.02440,0.27966,1,3,0.688,ok,-0.11102;0.16872;0.26585
00420.png,1787054688.853,-0.03286,-0.00817,0.28747,1,3,0.646,ok,-0.11088;0.17660;0.26319
00421.png,1787054688.902,-0.03439,-0.01640,0.28997,1,3,0.667,ok,-0.11061;0.17940;0.25674
00422.png,1787054688.952,-0.02782,-0.00475,0.27825,1,3,0.688,ok,-0.11131;0.16695;0.25674
00423.png,1787054689.007,-0.03436,-0.00327,0.28973,1,3,0.667,ok,-0.11051;0.17922;0.25986
00424.png,1787054689.052,-0.02468,-0.00209,0.27157,1,3,0.688,ok,-0.11110;0.16047;0.26306
00425.png,1787054689.104,-0.06182,-0.04284,0.21800,1,4,0.354,ok,-0.11066;-0.04727;0.17092;0.25721
00426.png,1787054689.151,-0.02919,-0.02905,0.27949,1,3,0.708,ok,-0.11061;0.16900;0.26306
00427.png,1787054689.201,-0.03069,-0.00191,0.28341,1,3,0.667,ok,-0.11102;0.17240;0.26041
00428.png,1787054689.251,-0.03867,-0.01747,0.30017,1,3,0.708,ok,-0.11144;0.18877;0.26263
00429.png,1787054689.304,-0.03119,-0.00825,0.28532,1,3,0.688,ok,-0.11147;0.17386;0.26041
00430.png,1787054689.454,-0.03790,0.01383,0.29811,1,3,0.646,ok,-0.11117;0.18697;0.26798
00431.png,1787054689.503,-0.02838,-0.00726,0.27907,1,3,0.667,ok,-0.11116;0.16792;0.26306
00432.png,1787054689.552,-0.02967,-0.00327,0.28091,1,3,0.667,ok,-0.11079;0.17013;0.27150
00433.png,1787054689.603,-0.02715,-0.00961,0.27747,1,3,0.646,ok,-0.11159;0.16590;0.26041
00434.png,1787054689.752,-0.02853,-0.00191,0.27889,1,3,0.688,ok,-0.11092;0.16797;0.25989
00435.png,1787054689.802,-0.02971,-0.00268,0.27980,1,3,0.688,ok,-0.11019;0.16961;0.26053
00436.png,1787054689.903,-0.02932,-0.00862,0.27984,1,3,0.667,ok,-0.11061;0.16925;0.26041
00437.png,1787054689.951,-0.03082,-0.02130,0.28379,1,3,0.688,ok,-0.11110;0.17275;0.25402
00438.png,1787054690.052,-0.02971,-0.01496,0.28133,1,3,0.688,ok,-0.11097;0.17039;0.26053
00439.png,1787054690.102,-0.03346,-0.00357,0.28688,1,3,0.688,ok,-0.10998;0.17690;0.26306
00440.png,1787054690.201,-0.02737,-0.00657,0.27754,1,3,0.708,ok,-0.11140;0.16614;0.26238
00441.png,1787054690.252,0.01434,-0.00862,0.19241,1,3,0.625,ok,-0.11055;0.08186;0.25861
00442.png,1787054690.302,-0.02875,-0.02633,0.27733,1,3,0.729,ok,-0.10996;0.16746;0.25986
00443.png,1787054690.351,-0.02950,-0.00941,0.28058,1,3,0.688,ok,-0.11080;0.16980;0.26041
00444.png,1787054690.401,-0.03177,-0.01316,0.28597,1,3,0.667,ok,-0.11123;0.17476;0.26041
00445.png,1787054690.452,-0.03051,-0.01635,0.28260,1,3,0.688,ok,-0.11082;0.17183;0.25986
00446.png,1787054690.651,-0.03307,-0.00327,0.28823,1,3,0.646,ok,-0.11104;0.17719;0.25721
00447.png,1787054690.702,-0.02997,-0.01123,0.28211,1,3,0.708,ok,-0.11109;0.17103;0.25734
00448.png,1787054690.753,-0.03290,-0.01234,0.28920,1,3,0.667,ok,-0.11171;0.17751;0.26112
00449.png,1787054690.808,-0.02898,-0.02536,0.27998,1,3,0.708,ok,-0.11106;0.16901;0.25861
00450.png,1787054690.853,-0.03265,-0.00407,0.28518,1,3,0.688,ok,-0.10994;0.17525;0.25721
00451.png,1787054690.904,-0.07040,-0.03166,0.23281,1,4,0.354,ok,-0.11082;-0.04607;0.18686;0.26306
00452.png,1787054690.952,-0.03427,-0.00799,0.29064,1,3,0.646,ok,-0.11106;0.17959;0.27766
00453.png,1787054691.053,0.01496,-0.00726,0.19105,1,3,0.646,ok,-0.11049;0.08056;0.27463
00454.png,1787054691.102,-0.03006,-0.00726,0.28085,1,3,0.708,ok,-0.11037;0.17049;0.25733
00455.png,1787054691.152,-0.02873,-0.00191,0.28048,1,3,0.667,ok,-0.11151;0.16897;0.28210
00456.png,1787054691.204,-0.02984,-0.01369,0.28036,1,3,0.708,ok,-0.11035;0.17003;0.25469
00457.png,1787054691.252,-0.03461,-0.00892,0.29116,1,3,0.667,ok,-0.11097;0.18020;0.27463
00458.png,1787054691.302,-0.03281,-0.00862,0.28671,1,3,0.625,ok,-0.11055;0.17617;0.26306
00459.png,1787054691.352,-0.02812,0.02364,0.27714,1,3,0.688,ok,-0.11049;0.16673;0.25071
00460.png,1787054691.403,-0.02838,-0.01565,0.27820,1,3,0.688,ok,-0.11073;0.16750;0.25986
00461.png,1787054691.453,-0.02860,-0.00817,0.28019,1,3,0.688,ok,-0.11150;0.16870;0.25082
00462.png,1787054691.504,-0.02844,-0.00961,0.27922,1,3,0.667,ok,-0.11118;0.16805;0.27468
00463.png,1787054691.553,0.01535,-0.01385,0.19058,1,3,0.646,ok,-0.11064;0.07995;0.23536
00464.png,1787054692.004,-0.03289,-0.01469,0.28814,1,3,0.625,ok,-0.11120;0.17697;0.25973
00465.png,1787054692.054,-0.03372,-0.00228,0.28897,1,3,0.688,ok,-0.11077;0.17821;0.25999
00466.png,1787054692.103,-0.03279,-0.00191,0.28801,1,3,0.646,ok,-0.11122;0.17679;0.25674
00467.png,1787054692.553,-0.03367,-0.01396,0.28897,1,3,0.667,ok,-0.11082;0.17817;0.25721
00468.png,1787054692.602,-0.02964,-0.00894,0.28104,1,3,0.688,ok,-0.11089;0.17016;0.26053
00469.png,1787054692.652,0.01557,-0.01895,0.19159,1,3,0.625,ok,-0.11138;0.08024;0.27064
00470.png,1787054692.951,-0.02919,-0.01965,0.28046,1,3,0.688,ok,-0.11106;0.16945;0.26306
00471.png,1787054693.052,-0.02965,-0.00191,0.28056,1,3,0.667,ok,-0.11063;0.16993;0.25721
00472.png,1787054693.105,-0.01741,-0.03308,0.25722,1,3,0.708,ok,-0.11127;0.14610;0.25721
00473.png,1787054693.151,-0.02953,-0.00852,0.28047,1,3,0.688,ok,-0.11071;0.16977;0.25989
00474.png,1787054693.201,-0.02790,0.00151,0.27929,1,3,0.667,ok,-0.11175;0.16754;0.25721
00475.png,1787054693.301,-0.02871,-0.00850,0.27956,1,3,0.688,ok,-0.11108;0.16849;0.25674
00476.png,1787054693.452,-0.03354,-0.00480,0.28935,1,3,0.688,ok,-0.11114;0.17821;0.26126
00477.png,1787054693.502,-0.02931,-0.02925,0.27846,1,3,0.729,ok,-0.10998;0.16860;0.25674
00478.png,1787054693.551,-0.02887,-0.00825,0.27928,1,3,0.646,ok,-0.11078;0.16852;0.26306
00479.png,1787054693.603,-0.03038,-0.00300,0.28136,1,3,0.667,ok,-0.11030;0.17106;0.25674
00480.png,1787054693.651,-0.02986,-0.00937,0.28100,1,3,0.688,ok,-0.11065;0.17036;0.26263
00481.png,1787054693.701,-0.02775,-0.01289,0.27844,1,3,0.667,ok,-0.11148;0.16698;0.26360
00482.png,1787054693.751,-0.03464,-0.00916,0.29121,1,3,0.646,ok,-0.11098;0.18025;0.25948
00483.png,1787054693.803,-0.03421,-0.00394,0.28856,1,3,0.667,ok,-0.11007;0.17849;0.23415
00484.png,1787054693.851,-0.02901,-0.01360,0.27917,1,3,0.688,ok,-0.11059;0.16861;0.26306
00485.png,1787054693.901,-0.03047,-0.00327,0.28250,1,3,0.667,ok,-0.11079;0.17172;0.25733
00486.png,1787054693.952,-0.01775,-0.03417,0.25777,1,3,0.708,ok,-0.11121;0.14671;0.26306
00487.png,1787054694.001,-0.02941,-0.01170,0.27995,1,3,0.688,ok,-0.11057;0.16940;0.25775
00488.png,1787054694.051,-0.03043,-0.00825,0.28199,1,3,0.708,ok,-0.11057;0.17143;0.25986
00489.png,1787054694.101,-0.03731,-0.00191,0.29592,1,3,0.667,ok,-0.11065;0.18527;0.25989
00490.png,1787054694.201,-0.02824,-0.01261,0.27853,1,3,0.646,ok,-0.11104;0.16751;0.24366
00491.png,1787054694.252,-0.03182,-0.00631,0.28598,1,3,0.667,ok,-0.11117;0.17481;0.27949
00492.png,1787054694.301,-0.03309,-0.00954,0.28842,1,3,0.667,ok,-0.11113;0.17730;0.26445
00493.png,1787054694.351,-0.02798,-0.02169,0.27811,1,3,0.708,ok,-0.11110;0.16707;0.25721
00494.png,1787054694.458,-0.02646,-0.01487,0.27436,1,3,0.708,ok,-0.11074;0.16365;0.26183
00495.png,1787054694.501,-0.02640,-0.04047,0.27663,1,3,0.667,ok,-0.11202;0.16483;0.24926
00496.png,1787054694.551,-0.02771,-0.00832,0.27953,1,3,0.667,ok,-0.11206;0.16747;0.27064
00497.png,1787054694.601,0.01434,-0.00216,0.19426,1,3,0.646,ok,-0.11147;0.08280;0.24849
