frame,stamp_s,ey_m,epsi_rad,lane_width_m,paired,n_lines,confidence,reason,line_c0_m,curvature_1pm,true_ey_m,station,s_m
000197.png,1788183980.620,-0.04151,0.00912,0.27550,1,3,0.542,ok,-0.09624;0.17927;0.60664,0.15759,0.00000,1,0.000
000198.png,1788183980.670,-0.04126,0.01219,0.27708,1,3,0.521,ok,-0.09729;0.17981;0.39907,0.15546,0.00000,1,0.000
000199.png,1788183980.720,-0.03324,-0.00378,0.29475,1,3,0.479,ok,-0.11414;0.18061;0.61087,0.05214,0.00000,1,0.000
000200.png,1788183980.770,-0.04183,-0.00378,0.27596,1,3,0.521,ok,-0.09615;0.17981;0.54157,0.15944,0.00000,1,0.000
000201.png,1788183980.820,-0.04230,-0.00378,0.27605,1,3,0.521,ok,-0.09573;0.18032;0.61984,0.16155,0.00000,1,0.000
000202.png,1788183980.920,-0.03284,-0.00378,0.29394,1,3,0.479,ok,-0.11414;0.17981;0.65291,0.05049,0.00000,1,0.000
000203.png,1788183980.970,-0.04150,0.01219,0.27660,1,3,0.542,ok,-0.09682;0.17981;0.53777,0.15550,0.00000,1,0.000
000204.png,1788183981.020,-0.04166,-0.00378,0.27731,1,3,0.521,ok,-0.09699;0.18032;0.61323,0.15557,0.00000,1,0.000
000205.png,1788183981.121,-0.04215,-0.00378,0.27531,1,3,0.521,ok,-0.09550;0.17981;0.67059,0.16087,0.00000,1,0.000
000206.png,1788183981.121,-0.04215,-0.00378,0.27531,1,3,0.521,ok,-0.09550;0.17981;0.67059,0.16087,0.00000,1,0.000
000207.png,1788183981.221,-0.03365,-0.00378,0.29333,1,3,0.479,ok,-0.11301;0.18032;0.56682,0.06016,0.00000,1,0.000
000208.png,1788183981.270,-0.04157,-0.00814,0.27749,1,3,0.500,ok,-0.09718;0.18032;0.62518,0.16036,0.00000,1,0.000
000209.png,1788183981.320,-0.03480,-0.00814,0.29001,1,3,0.479,ok,-0.11022;0.17981;0.53910,0.07925,0.00000,1,0.000
000210.png,1788183981.420,-0.04130,-0.00814,0.27700,1,3,0.521,ok,-0.09721;0.17981;0.61781,0.15419,0.00000,1,0.000
000211.png,1788183981.470,-0.04116,-0.00378,0.27623,1,3,0.500,ok,-0.09696;0.17927;0.62170,0.15818,0.00000,1,0.000
000212.png,1788183981.520,-0.03748,-0.00814,0.27300,1,3,0.521,ok,-0.09902;0.17399;0.61884,0.13546,0.00000,1,0.000
000213.png,1788183981.620,-0.04119,-0.00814,0.27723,1,3,0.500,ok,-0.09743;0.17981;0.54495,0.15623,0.00000,1,0.000
000214.png,1788183981.670,-0.03935,-0.00814,0.27315,1,4,0.521,ok,-0.09723;0.17593;0.32065;0.58127,0.14493,0.00000,1,0.000
000215.png,1788183981.720,-0.04236,-0.00814,0.27488,1,3,0.521,ok,-0.09508;0.17981;0.54153,0.16197,0.00000,1,0.000
000216.png,1788183981.770,-0.04196,-0.00814,0.27569,1,3,0.521,ok,-0.09589;0.17981;0.56851,0.16010,0.00000,1,0.000
000217.png,1788183981.820,-0.04128,-0.00814,0.27597,1,3,0.500,ok,-0.09671;0.17927;0.61746,0.15893,0.00000,1,0.000
000218.png,1788183981.920,-0.03271,-0.00814,0.29419,1,3,0.479,ok,-0.11439;0.17981;0.66387,0.04839,0.00000,1,0.000
000219.png,1788183981.920,-0.03271,-0.00814,0.29419,1,3,0.479,ok,-0.11439;0.17981;0.66387,0.04839,0.00000,1,0.000
000220.png,1788183982.020,-0.04148,-0.00814,0.27767,1,3,0.521,ok,-0.09736;0.18032;0.60614,0.15404,0.00000,1,0.000
000221.png,1788183982.070,-0.04197,-0.00814,0.27567,1,3,0.521,ok,-0.09587;0.17981;0.61864,0.15913,0.00000,1,0.000
000222.png,1788183982.170,-0.04089,-0.00814,0.27784,1,3,0.500,ok,-0.09804;0.17981;0.60933,0.15311,0.00000,1,0.000
000223.png,1788183982.170,-0.04089,-0.00814,0.27784,1,3,0.500,ok,-0.09804;0.17981;0.60933,0.15311,0.00000,1,0.000
000224.png,1788183982.270,-0.03319,-0.00814,0.29322,1,3,0.479,ok,-0.11342;0.17981;0.60996,0.05758,0.00000,1,0.000
000225.png,1788183982.320,-0.04153,-0.00814,0.27656,1,3,0.521,ok,-0.09676;0.17981;0.61019,0.15450,0.00000,1,0.000
000226.png,1788183982.370,-0.04167,-0.00814,0.27628,1,3,0.521,ok,-0.09648;0.17981;0.59870,0.15503,0.00000,1,0.000
000227.png,1788183982.420,-0.03532,-0.00814,0.28897,1,3,0.500,ok,-0.10917;0.17981;0.39907,0.08502,0.00000,1,0.000
000228.png,1788183982.471,-0.04131,-0.00378,0.27699,1,3,0.500,ok,-0.09719;0.17981;0.65060,0.15658,0.00000,1,0.000
000229.png,1788183982.570,-0.03537,-0.00814,0.28779,1,3,0.500,ok,-0.10853;0.17927;0.54103,0.08610,0.00000,1,0.000
000230.png,1788183982.620,-0.03607,-0.00814,0.28746,1,3,0.500,ok,-0.10766;0.17981;0.61543,0.09266,0.00000,1,0.000
000231.png,1788183982.620,-0.03607,-0.00814,0.28746,1,3,0.500,ok,-0.10766;0.17981;0.61543,0.09266,0.00000,1,0.000
000232.png,1788183982.770,-0.04098,-0.00814,0.27765,1,3,0.500,ok,-0.09785;0.17981;0.60838,0.15485,0.00000,1,0.000
000233.png,1788183982.821,-0.04144,-0.00378,0.27674,1,3,0.500,ok,-0.09693;0.17981;0.54838,0.15989,0.00000,1,0.000
000234.png,1788183982.821,-0.04144,-0.00378,0.27674,1,3,0.500,ok,-0.09693;0.17981;0.54838,0.15989,0.00000,1,0.000
000235.png,1788183982.921,-0.04193,-0.00814,0.27575,1,3,0.521,ok,-0.09595;0.17981;0.56851,0.16038,0.00000,1,0.000
000236.png,1788183982.971,-0.04211,-0.00814,0.27540,1,3,0.521,ok,-0.09560;0.17981;0.54157,0.15988,0.00000,1,0.000
000237.png,1788183983.070,-0.04175,-0.00814,0.27611,1,3,0.521,ok,-0.09631;0.17981;0.61791,0.15690,0.00000,1,0.000
000238.png,1788183983.119,-0.04209,-0.00814,0.27434,1,3,0.521,ok,-0.09508;0.17927;0.66474,0.16005,0.00000,1,0.000
000239.png,1788183983.170,-0.04168,-0.00814,0.27518,1,3,0.521,ok,-0.09592;0.17927;0.61446,0.15535,0.00000,1,0.000
000240.png,1788183983.220,-0.03579,-0.00814,0.28802,1,3,0.500,ok,-0.10822;0.17981;0.61287,0.09145,0.00000,1,0.000
000241.png,1788183983.270,-0.04175,-0.00814,0.27612,1,3,0.521,ok,-0.09632;0.17981;0.63530,0.15667,0.00000,1,0.000
000242.png,1788183983.321,-0.04190,-0.00814,0.27474,1,3,0.521,ok,-0.09548;0.17927;0.54157,0.15968,0.00000,1,0.000
000243.png,1788183983.420,-0.04236,-0.00814,0.27488,1,3,0.521,ok,-0.09508;0.17981;0.54207,0.16197,0.00000,1,0.000
000244.png,1788183983.470,-0.04186,-0.00814,0.27584,1,3,0.521,ok,-0.09606;0.17978;0.67077,0.15736,0.00000,1,0.000
000245.png,1788183983.520,-0.04204,-0.00814,0.27553,1,3,0.521,ok,-0.09573;0.17981;0.61425,0.16054,0.00000,1,0.000
000246.png,1788183983.570,-0.04174,-0.00814,0.27613,1,3,0.521,ok,-0.09633;0.17981;0.61460,0.15578,0.00000,1,0.000
000247.png,1788183983.620,-0.04147,-0.00814,0.27769,1,3,0.500,ok,-0.09738;0.18032;0.59767,0.15699,0.00000,1,0.000
000248.png,1788183983.671,-0.04131,-0.00378,0.27699,1,3,0.500,ok,-0.09719;0.17981;0.61796,0.15658,0.00000,1,0.000
000249.png,1788183983.723,-0.04073,-0.00814,0.27815,1,3,0.500,ok,-0.09835;0.17981;0.54262,0.15340,0.00000,1,0.000
000250.png,1788183983.820,-0.03300,-0.00814,0.29253,1,3,0.479,ok,-0.11327;0.17927;0.60622,0.05532,0.00000,1,0.000
000251.png,1788183983.870,-0.04220,-0.00814,0.27623,1,3,0.521,ok,-0.09592;0.18032;0.61907,0.15810,0.00000,1,0.000
000252.png,1788183983.920,-0.04063,-0.00814,0.27835,1,3,0.500,ok,-0.09855;0.17981;0.59666,0.15337,0.00000,1,0.000
000253.png,1788183983.970,-0.03605,-0.00814,0.28853,1,3,0.500,ok,-0.10822;0.18032;0.61101,0.09228,0.00000,1,0.000
000254.png,1788183984.020,-0.04193,-0.00814,0.27575,1,3,0.521,ok,-0.09595;0.17981;0.61382,0.16038,0.00000,1,0.000
000255.png,1788183984.020,-0.04193,-0.00814,0.27575,1,3,0.521,ok,-0.09595;0.17981;0.61382,0.16038,0.00000,1,0.000
000256.png,1788183984.121,-0.04155,-0.00814,0.27650,1,3,0.500,ok,-0.09671;0.17981;0.58509,0.16085,0.00000,1,0.000
000257.png,1788183984.220,-0.04021,-0.00814,0.27913,1,3,0.500,ok,-0.09936;0.17978;0.61746,0.14628,0.00000,1,0.000
000258.png,1788183984.270,-0.03579,-0.00814,0.28802,1,3,0.500,ok,-0.10822;0.17981;0.65291,0.09145,0.00000,1,0.000
000259.png,1788183984.319,-0.03197,-0.00814,0.28402,1,3,0.521,ok,-0.11004;0.17399;0.41107,0.06517,0.00000,1,0.000
000260.png,1788183984.371,-0.04092,-0.00814,0.27668,1,3,0.500,ok,-0.09742;0.17927;0.39907,0.15428,0.00000,1,0.000
000261.png,1788183984.420,-0.04214,-0.00814,0.27533,1,3,0.521,ok,-0.09553;0.17981;0.61323,0.16166,0.00000,1,0.000
000262.png,1788183984.470,-0.03963,-0.00378,0.28036,1,3,0.479,ok,-0.10055;0.17981;0.60622,0.14981,0.00000,1,0.000
000263.png,1788183984.570,-0.04225,-0.00814,0.27511,1,3,0.521,ok,-0.09531;0.17981;0.61207,0.16182,0.00000,1,0.000
000264.png,1788183984.620,-0.03579,-0.00814,0.28802,1,4,0.500,ok,-0.10822;0.17981;0.33393;0.54942,0.09145,0.00000,1,0.000
000265.png,1788183984.670,-0.04172,-0.00814,0.27617,1,3,0.521,ok,-0.09637;0.17981;0.56851,0.15696,0.00000,1,0.000
000266.png,1788183984.721,-0.04038,-0.00814,0.27777,1,3,0.500,ok,-0.09851;0.17927;0.54242,0.14730,0.00000,1,0.000
000267.png,1788183984.770,-0.04178,-0.00814,0.27498,1,3,0.521,ok,-0.09572;0.17927;0.62155,0.15840,0.00000,1,0.000
000268.png,1788183984.823,-0.04156,-0.00814,0.27541,1,3,0.521,ok,-0.09614;0.17927;0.60799,0.15712,0.00000,1,0.000
000269.png,1788183984.920,-0.03353,-0.00814,0.29358,1,3,0.479,ok,-0.11327;0.18032;0.61993,0.05806,0.00000,1,0.000
000270.png,1788183984.970,-0.04172,-0.00814,0.27617,1,3,0.521,ok,-0.09637;0.17981;0.60974,0.15696,0.00000,1,0.000
000271.png,1788183985.020,-0.03589,0.01011,0.28675,1,3,0.521,ok,-0.10749;0.17927;0.56300,0.09217,0.00000,1,0.000
000272.png,1788183985.070,-0.04269,-0.00378,0.27423,1,3,0.521,ok,-0.09443;0.17981;0.56428,0.16685,0.00000,1,0.000
000273.png,1788183985.120,-0.03490,-0.00814,0.29082,1,3,0.500,ok,-0.11051;0.18032;0.61666,0.07659,0.00000,1,0.000
000274.png,1788183985.170,-0.03524,-0.00378,0.28914,1,3,0.500,ok,-0.10933;0.17981;0.65610,0.08428,0.00000,1,0.000
000275.png,1788183985.220,-0.04158,-0.00814,0.27645,1,3,0.500,ok,-0.09665;0.17981;0.60261,0.16078,0.00000,1,0.000
000276.png,1788183985.272,-0.03556,-0.00814,0.28849,1,3,0.500,ok,-0.10869;0.17981;0.61153,0.08964,0.00000,1,0.000
000277.png,1788183985.320,-0.03508,-0.00814,0.28944,1,3,0.500,ok,-0.10964;0.17981;0.54157,0.08321,0.00000,1,0.000
000278.png,1788183985.420,-0.03236,-0.00814,0.29381,1,3,0.479,ok,-0.11455;0.17927;0.60799,0.04681,0.00000,1,0.000
000279.png,1788183985.470,-0.04151,-0.00814,0.27658,1,3,0.521,ok,-0.09678;0.17981;0.56851,0.15547,0.00000,1,0.000
000280.png,1788183985.520,-0.04095,-0.00814,0.27765,1,3,0.500,ok,-0.09788;0.17978;0.39907,0.15362,0.00000,1,0.000
000281.png,1788183985.570,-0.04010,-0.02980,0.27929,1,4,0.521,ok,-0.09961;0.17981;0.34000;0.54262,0.15333,0.00000,1,0.000
000282.png,1788183985.620,-0.03952,-0.00814,0.27949,1,3,0.479,ok,-0.10023;0.17927;0.65291,0.14913,0.00000,1,0.000
000283.png,1788183985.670,-0.03533,-0.00814,0.28787,1,3,0.500,ok,-0.10861;0.17927;0.39907,0.08711,0.00000,1,0.000
000284.png,1788183985.720,-0.04022,-0.03078,0.27904,1,3,0.542,ok,-0.09936;0.17981;0.61140,0.14898,0.00000,1,0.000
000285.png,1788183985.771,-0.04133,0.01011,0.27586,1,3,0.542,ok,-0.09660;0.17927;0.54376,0.15777,0.00000,1,0.000
000286.png,1788183985.870,-0.04168,-0.00378,0.27566,1,3,0.521,ok,-0.09615;0.17951;0.64686,0.15669,0.00000,1,0.000
000287.png,1788183985.920,-0.04195,-0.00814,0.27572,1,3,0.521,ok,-0.09592;0.17981;0.56851,0.15727,0.00000,1,0.000
000288.png,1788183985.971,-0.04195,-0.00814,0.27571,1,3,0.521,ok,-0.09591;0.17981;0.61360,0.15822,0.00000,1,0.000
000289.png,1788183986.020,-0.03484,-0.00814,0.28993,1,3,0.500,ok,-0.11013;0.17981;0.56902,0.07819,0.00000,1,0.000
000290.png,1788183986.071,-0.04174,-0.00814,0.27613,1,3,0.521,ok,-0.09633;0.17981;0.61926,0.15578,0.00000,1,0.000
000291.png,1788183986.120,-0.04153,-0.00378,0.27655,1,3,0.500,ok,-0.09674;0.17981;0.62469,0.15810,0.00000,1,0.000
000292.png,1788183986.220,-0.04077,-0.00814,0.27699,1,3,0.521,ok,-0.09773;0.17927;0.56613,0.15040,0.00000,1,0.000
000293.png,1788183986.270,-0.03520,-0.00378,0.28813,1,3,0.500,ok,-0.10886;0.17927;0.65707,0.08417,0.00000,1,0.000
000294.png,1788183986.320,-0.04112,-0.00814,0.27736,1,3,0.500,ok,-0.09756;0.17981;0.54103,0.15527,0.00000,1,0.000
000295.png,1788183986.372,-0.04166,-0.00814,0.27521,1,4,0.521,ok,-0.09594;0.17927;0.32596;0.54625,0.15825,0.00000,1,0.000
000296.png,1788183986.420,-0.03400,-0.02673,0.29151,1,3,0.521,ok,-0.11180;0.17981;0.59678,0.07541,0.00000,1,0.000
000297.png,1788183986.472,-0.04122,-0.00814,0.27819,1,3,0.500,ok,-0.09788;0.18032;0.65522,0.15554,0.00000,1,0.000
000298.png,1788183986.523,-0.04193,-0.00814,0.27575,1,3,0.521,ok,-0.09595;0.17981;0.60759,0.16038,0.00000,1,0.000
000299.png,1788183986.570,-0.03484,-0.00814,0.28992,1,3,0.500,ok,-0.11012;0.17981;0.57715,0.07859,0.00000,1,0.000
000300.png,1788183986.670,-0.03174,-0.00814,0.28448,1,3,0.521,ok,-0.11050;0.17399;0.54495,0.06376,0.00000,1,0.000
000301.png,1788183986.720,-0.03678,-0.00378,0.28606,1,3,0.500,ok,-0.10625;0.17981;0.56412,0.10305,0.00000,1,0.000
000302.png,1788183986.770,-0.04193,-0.00814,0.27575,1,3,0.521,ok,-0.09595;0.17981;0.54157,0.16038,0.00000,1,0.000
000303.png,1788183986.820,-0.04190,-0.00814,0.27581,1,3,0.500,ok,-0.09601;0.17981;0.56851,0.15861,0.00000,1,0.000
000304.png,1788183986.871,-0.04187,-0.00814,0.27587,1,3,0.521,ok,-0.09607;0.17981;0.56851,0.15674,0.00000,1,0.000
000305.png,1788183986.920,-0.04195,-0.00814,0.27572,1,3,0.521,ok,-0.09592;0.17981;0.61429,0.15727,0.00000,1,0.000
000306.png,1788183986.971,-0.03473,-0.00814,0.29032,1,3,0.500,ok,-0.11044;0.17989;0.55973,0.07653,0.00000,1,0.000
000307.png,1788183987.020,-0.04218,-0.00814,0.27524,1,3,0.521,ok,-0.09544;0.17981;0.60642,0.15848,0.00000,1,0.000
000308.png,1788183987.120,-0.04171,-0.00814,0.27614,1,3,0.521,ok,-0.09637;0.17978;0.54213,0.15587,0.00000,1,0.000
000309.png,1788183987.170,-0.03896,-0.00814,0.27059,1,3,0.542,ok,-0.09634;0.17425;0.65060,0.14388,0.00000,1,0.000
000310.png,1788183987.220,-0.04172,-0.00814,0.27617,1,3,0.521,ok,-0.09637;0.17981;0.61651,0.15696,0.00000,1,0.000
000311.png,1788183987.271,-0.04191,-0.00814,0.27573,1,3,0.521,ok,-0.09595;0.17978;0.64111,0.15929,0.00000,1,0.000
000312.png,1788183987.320,-0.04167,-0.00814,0.27518,1,3,0.521,ok,-0.09592;0.17927;0.57067,0.15728,0.00000,1,0.000
000313.png,1788183987.370,-0.04231,-0.00814,0.27392,1,3,0.521,ok,-0.09466;0.17927;0.57625,0.16133,0.00000,1,0.000
000314.png,1788183987.421,-0.03369,-0.03286,0.29207,1,3,0.500,ok,-0.11242;0.17981;0.61391,0.07135,0.00000,1,0.000
000315.png,1788183987.520,-0.04216,-0.00814,0.27529,1,3,0.521,ok,-0.09549;0.17981;0.55057,0.15855,0.00000,1,0.000
000316.png,1788183987.570,-0.04216,-0.00814,0.27529,1,3,0.521,ok,-0.09549;0.17981;0.54838,0.15855,0.00000,1,0.000
000317.png,1788183987.620,-0.04172,-0.00814,0.27617,1,3,0.521,ok,-0.09637;0.17981;0.64918,0.15696,0.00000,1,0.000
000318.png,1788183987.672,-0.04068,-0.00814,0.27717,1,3,0.500,ok,-0.09790;0.17927;0.54489,0.15300,0.00000,1,0.000
000319.png,1788183987.720,-0.03627,-0.00814,0.28810,1,3,0.500,ok,-0.10779;0.18032;0.62011,0.09442,0.00000,1,0.000
000320.png,1788183987.771,-0.04090,-0.00814,0.27673,1,3,0.500,ok,-0.09747;0.17927;0.66474,0.15245,0.00000,1,0.000
000321.png,1788183987.820,-0.04120,-0.00814,0.27721,1,3,0.500,ok,-0.09741;0.17981;0.56851,0.15602,0.00000,1,0.000
000322.png,1788183987.920,-0.04178,-0.00814,0.27498,1,3,0.521,ok,-0.09572;0.17927;0.57290,0.15840,0.00000,1,0.000
000323.png,1788183987.970,-0.03853,-0.00814,0.27091,1,3,0.521,ok,-0.09694;0.17399;0.54719,0.14526,0.00000,1,0.000
000324.png,1788183988.020,-0.04281,-0.00814,0.27399,1,3,0.521,ok,-0.09419;0.17981;0.60896,0.16660,0.00000,1,0.000
000325.png,1788183988.070,-0.04213,-0.00814,0.27535,1,3,0.521,ok,-0.09555;0.17981;0.56851,0.16263,0.00000,1,0.000
000326.png,1788183988.121,-0.04138,-0.00814,0.27578,1,3,0.500,ok,-0.09652;0.17927;0.54495,0.15714,0.00000,1,0.000
000327.png,1788183988.170,-0.04198,-0.00378,0.27458,1,3,0.521,ok,-0.09531;0.17927;0.54157,0.16030,0.00000,1,0.000
000328.png,1788183988.221,-0.03462,-0.00814,0.28929,1,3,0.500,ok,-0.11003;0.17927;0.53986,0.07607,0.00000,1,0.000
000329.png,1788183988.320,-0.04176,-0.00814,0.27710,1,3,0.521,ok,-0.09679;0.18032;0.60487,0.15651,0.00000,1,0.000
000330.png,1788183988.370,-0.03966,-0.00814,0.26863,1,3,0.542,ok,-0.09466;0.17399;0.54716,0.15084,0.00000,1,0.000
000331.png,1788183988.370,-0.03966,-0.00814,0.26863,1,3,0.542,ok,-0.09466;0.17399;0.54716,0.15084,0.00000,1,0.000
000332.png,1788183988.470,-0.03978,-0.00814,0.28107,1,3,0.479,ok,-0.10076;0.18032;0.62337,0.14758,0.00000,1,0.000
000333.png,1788183988.521,-0.03434,-0.00814,0.28985,1,3,0.500,ok,-0.11059;0.17927;0.54430,0.07486,0.00000,1,0.000
000334.png,1788183988.620,-0.04237,-0.00814,0.27487,1,3,0.521,ok,-0.09507;0.17981;0.56851,0.16502,0.00000,1,0.000
000335.png,1788183988.670,-0.04172,-0.00814,0.27617,1,3,0.521,ok,-0.09637;0.17981;0.56412,0.15889,0.00000,1,0.000
000336.png,1788183988.720,-0.03577,-0.00814,0.28800,1,3,0.500,ok,-0.10823;0.17978;0.65801,0.08995,0.00000,1,0.000
000337.png,1788183988.770,-0.03582,-0.00814,0.28796,1,3,0.500,ok,-0.10817;0.17981;0.60781,0.08963,0.00000,1,0.000
000338.png,1788183988.820,-0.04103,-0.00378,0.27648,1,3,0.500,ok,-0.09721;0.17927;0.57433,0.15486,0.00000,1,0.000
